"","study_type","study_id","expt_num","short_cite","mean_age","age_group","n","d_calc","d_var_calc","native_lang","prop_nae","infant_type","main_question_ids_preference","same_infant","method","dependent_measure","presentation","response_mode","effect_significance_reported","unique_study_id","num_trials","participant_design","setting","speaker","speaker_experience","speaker_fam","speaker_female","speech_type","exposure_phase","test_lang","original_ma","group_name_1","group_name_2","t","n_1","n_2","mean_age_1","mean_age_2","x_1","x_2","sd_1","sd_2","r","corr","gender_1","es_method","prop_female","unique_infants","own_mother","isMeta","isRep","mean_agec_mos","test_lang_a.native","test_lang_b.nonnative","test_lang_c.artificial","method_a.cf","method_b.hpp","method_c.other","speech_type_a.simulated","speech_type_b.naturalistic","speech_type_c.filtered/synthesized","own_mother_a.no","own_mother_b.yes","presentation_a.tape recording","presentation_b.video recording","dependent_measure_a.preference","dependent_measure_b.affect","main_question_ids_preference_a.yes","main_question_ids_preference_b.no","unique","yi","vi","sei","lo","hi","studyTypePretty","sourcePretty","pval","affirm"
"11","MB","infantcogubc",NA,"ManyBabies Consortium (2020)",140.853448275862,"3-6 mo",28,0.335320419881451,0.0724324980713346,"english",1,"typical","a.yes","1","a.cf","a.preference","a.tape recording","eye-tracking",NA,"infantcogubc_singlescreen_3-6 mo",16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","a.native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,-1.18746884770493,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,"infantcogubc, #1",0.335320419881451,0.0724324980713346,0.269132863231777,-0.192170299108977,0.862811138871878,"Replications","Replications",0.212790488594975,FALSE
"12","MB","lancaster",NA,"ManyBabies Consortium (2020)",225.314814814815,"6-9 mo",19,0.227176945071537,0.105942228478579,"english",0,"typical","a.yes","1","a.cf","a.preference","a.tape recording","eye-tracking",NA,"lancaster_eyetracking_6-9 mo",16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,1.58721467854188,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,"lancaster, #1",0.227176945071537,0.105942228478579,0.325487677921268,-0.410767181065722,0.865121071208796,"Replications","Replications",0.48520304474612,FALSE
"13","MB","langlabucla",NA,"ManyBabies Consortium (2020)",155.128205128205,"3-6 mo",29,0.425332860957199,0.0705250693328451,"english",1,"typical","a.yes","1","b.hpp","a.preference","a.tape recording","behavior",NA,"langlabucla_hpp_3-6 mo",16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","a.native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,-0.718521513528082,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,"langlabucla, #1",0.425332860957199,0.0705250693328451,0.265565565035916,-0.0951660820472252,0.945831803961623,"Replications","Replications",0.109241547867086,FALSE
"14","MB","ldlottawa",NA,"ManyBabies Consortium (2020)",147.357664233577,"3-6 mo",12,0.282556239087563,0.168329958921819,"english",1,"typical","a.yes","1","a.cf","a.preference","a.tape recording","eye-tracking",NA,"ldlottawa_singlescreen_3-6 mo",16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","a.native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,-0.973795524521135,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,"ldlottawa, #1",0.282556239087563,0.168329958921819,0.410280341866167,-0.521578454534905,1.08669093271003,"Replications","Replications",0.491017955580566,FALSE
"15","MB","minddevlabbicocca",NA,"ManyBabies Consortium (2020)",144.75,"3-6 mo",11,0.498240237567761,0.187460075780263,"italian",0,"typical","a.yes","1","a.cf","a.preference","a.tape recording","eye-tracking",NA,"minddevlabbicocca_singlescreen_3-6 mo",16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,-1.05946123521682,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,"minddevlabbicocca, #1",0.498240237567761,0.187460075780263,0.432966598919897,-0.350358702824036,1.34683917795956,"Replications","Replications",0.249831370624606,FALSE
"16","MB","socialcogumiami",NA,"ManyBabies Consortium (2020)",135.606837606838,"3-6 mo",18,-0.284370128328647,0.112234255137301,"english",1,"typical","a.yes","1","a.cf","a.preference","a.tape recording","eye-tracking",NA,"socialcogumiami_eyetracking_3-6 mo",16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","a.native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,-1.35982793670047,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,"socialcogumiami, #1",-0.284370128328647,0.112234255137301,0.335013813352973,-0.940985136823898,0.372244880166604,"Replications","Replications",0.395975307657336,FALSE
"17","MB","unlvmusiclab",NA,"ManyBabies Consortium (2020)",139.892857142857,"3-6 mo",20,0.812014922883943,0.108242102937328,"english",1,"typical","a.yes","1","a.cf","a.preference","a.tape recording","eye-tracking",NA,"unlvmusiclab_singlescreen_3-6 mo",16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","a.native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,-1.21902571804017,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,"unlvmusiclab, #1",0.812014922883943,0.108242102937328,0.329001676192277,0.167183486693772,1.45684635907411,"Replications","Replications",0.0135825578687956,TRUE
"18","MB","wsigoettingen",NA,"ManyBabies Consortium (2020)",147.295918367347,"3-6 mo",12,-0.38417163420159,0.169741413427607,"german",0,"typical","a.yes","1","a.cf","a.preference","a.tape recording","eye-tracking",NA,"wsigoettingen_singlescreen_3-6 mo",16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,-0.975823969535252,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,"wsigoettingen, #1",-0.38417163420159,0.169741413427607,0.411996860943875,-1.19167064339514,0.423327374991962,"Replications","Replications",0.351097543799554,FALSE
"19","MA","Cooper1997","3","Cooper et al. (1997)",126,"3-6 mo",23,0.34,0.0459913043478261,"english",1,"typical","a.yes","Cooper1997_3","a.cf","a.preference","a.tape recording","eye-tracking","significant",NA,NA,"within_two","Laboratory","child’s mother",1,1,1,"b.naturalistic","test_only","a.native","yes",NA,NA,NA,23,NA,126,NA,NA,NA,NA,NA,NA,NA,0.47826087,"reported_d",0.47826087,TRUE,"b.yes",TRUE,FALSE,-1.6754270696452,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,"Cooper1997, #1",0.34,0.0459913043478261,0.214455833093498,-0.0803257091377881,0.760325709137788,"Meta-analysis","Meta-analysis",0.112873657762701,FALSE
"20","MA","Fernald1985","1","Fernald (1985)",123,"3-6 mo",48,0.65,0.025234375,"english",1,"typical","a.yes","Fernald1985","c.other","a.preference","a.tape recording","behavior","significant",NA,NA,"within_two","Laboratory","unfamiliar mother",1,0,1,"b.naturalistic","conditioning","a.native","yes",NA,NA,NA,48,NA,123,NA,NA,NA,NA,NA,NA,NA,0.4375,"reported_d",0.4375,TRUE,"a.no",TRUE,FALSE,-1.77398160315374,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,"Fernald1985, #1",0.65,0.025234375,0.158853312839235,0.338653228010225,0.961346771989775,"Meta-analysis","Meta-analysis",0.0000427991088125523,TRUE
"21","MA","Fernald1987","1","Fernald & Kuhl (1987)",124,"3-6 mo",20,1.54,0.10929,"english",1,"typical","a.yes","Fernald1987_1","c.other","a.preference","a.tape recording","behavior","significant",NA,NA,"within_two","Laboratory","unfamiliar mother",1,0,1,"c.filtered/synthesized","conditioning","c.artificial","yes",NA,NA,NA,20,NA,124,NA,NA,NA,NA,NA,NA,NA,0.45,"reported_d",0.45,TRUE,"a.no",TRUE,FALSE,-1.74113009198423,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,"Fernald1987, #1",1.54,0.10929,0.330590380985291,0.892054759633454,2.18794524036655,"Meta-analysis","Meta-analysis",0.00000318780638086658,TRUE
"22","MA","Fernald1987","2","Fernald & Kuhl (1987)",122,"3-6 mo",20,0,0.05,"english",1,"typical","a.yes","Fernald1987_2","c.other","a.preference","a.tape recording","behavior","non-significant",NA,NA,"within_two","Laboratory","unfamiliar mother",1,0,1,"c.filtered/synthesized","conditioning","c.artificial","yes",NA,NA,NA,20,NA,122,NA,NA,NA,NA,NA,NA,NA,0.5,"reported_d",0.5,TRUE,"a.no",TRUE,FALSE,-1.80683311432326,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,"Fernald1987, #2",0,0.05,0.223606797749979,-0.438261270288291,0.438261270288291,"Meta-analysis","Meta-analysis",1,FALSE
"23","MA","Fernald1987","3","Fernald & Kuhl (1987)",125,"3-6 mo",20,0.8,0.066,"english",1,"typical","a.yes","Fernald1987_3","c.other","a.preference","a.tape recording","behavior","non-significant",NA,NA,"within_two","Laboratory","unfamiliar mother",1,0,1,"c.filtered/synthesized","conditioning","c.artificial","yes",NA,NA,NA,20,NA,125,NA,NA,NA,NA,NA,NA,NA,0.5,"reported_d",0.5,TRUE,"a.no",TRUE,FALSE,-1.70827858081472,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,"Fernald1987, #3",0.8,0.066,0.256904651573303,0.296476135455516,1.30352386454448,"Meta-analysis","Meta-analysis",0.00184572131769634,TRUE
"24","MA","Glenn1983","1","Glenn & Cunningham (1983)",372,"9-12 mo",10,2.56,0.42768,"english",0,"non-typical","a.yes","Glenn1983_1_sample2","c.other","a.preference","a.tape recording","behavior","significant",NA,NA,"within_two","Home","child’s mother",1,0,1,"b.naturalistic","conditioning","a.native","yes",NA,NA,NA,10,NA,372,NA,NA,NA,NA,NA,NA,NA,0.5,"reported_d",0.5,TRUE,"a.no",TRUE,FALSE,6.40604467805519,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,"Glenn1983, #1",2.56,0.42768,0.653972476485058,1.27823749920882,3.84176250079118,"Meta-analysis","Meta-analysis",0.0000905775358439609,TRUE
"25","MA","Glenn1983","1","Glenn & Cunningham (1983)",279,"6-9 mo",10,2.39,0.385605,"english",0,"typical","a.yes","Glenn1983_1_sample1","c.other","a.preference","a.tape recording","behavior","significant",NA,NA,"within_two","Home","child’s mother",1,0,1,"b.naturalistic","conditioning","a.native","yes",NA,NA,NA,10,NA,279,NA,NA,NA,NA,NA,NA,NA,0.5,"reported_d",0.5,TRUE,"a.no",TRUE,FALSE,3.35085413929041,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,"Glenn1983, #2",2.39,0.385605,0.620971013816265,1.1729191774768,3.6070808225232,"Meta-analysis","Meta-analysis",0.000118692591689395,TRUE
"26","MA","Kaplan1995a","1","Kaplan et al. (1995a)",124,"3-6 mo",77,0.76,0.0557074644653592,"english",1,"typical","a.yes","Kaplan1995a_1_a","a.cf","a.preference","a.tape recording","eye-tracking","significant",NA,NA,"between","Laboratory","unfamiliar mother",1,0,1,"a.simulated","test_only","a.native","yes",NA,NA,NA,38,39,124,NA,NA,NA,NA,NA,NA,NA,NA,"reported_d",NA,TRUE,"a.no",TRUE,FALSE,-1.74113009198423,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,"Kaplan1995a, #1",0.76,0.0557074644653592,0.236024287871734,0.297400896294687,1.22259910370531,"Meta-analysis","Meta-analysis",0.00128187199683638,TRUE
"27","MA","Kaplan1995a","2","Kaplan et al. (1995a)",126,"3-6 mo",26,0.82,0.0513923076923077,"english",1,"typical","a.yes","Kaplan1995a_2_a","a.cf","a.preference","a.tape recording","eye-tracking","non-significant",NA,NA,"within_two","Laboratory","unfamiliar female",0,0,1,"a.simulated","test_only","a.native","yes",NA,NA,NA,26,NA,126,NA,NA,NA,NA,NA,NA,NA,NA,"reported_d",NA,TRUE,"a.no",TRUE,FALSE,-1.6754270696452,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,"Kaplan1995a, #2",0.82,0.0513923076923077,0.226698715682969,0.375678681919895,1.2643213180801,"Meta-analysis","Meta-analysis",0.000297881242786513,TRUE
"28","MA","Kaplan1995b","1","Kaplan et al. (1995b)",124,"3-6 mo",30,0.44,0.13656,"english",1,"typical","b.no","Kaplan1995b_1","a.cf","a.preference","a.tape recording","eye-tracking","non-significant",NA,NA,"between","Laboratory","unfamiliar mother",1,0,1,"a.simulated","familiarization","a.native","yes",NA,NA,NA,15,15,124,NA,NA,NA,NA,NA,NA,NA,0.6,"reported_d",0.6,TRUE,"a.no",TRUE,FALSE,-1.74113009198423,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,"Kaplan1995b, #1",0.44,0.13656,0.369540254911424,-0.284285590464141,1.16428559046414,"Meta-analysis","Meta-analysis",0.233783685944199,FALSE
"29","MA","Kaplan1995b","1","Kaplan et al. (1995b)",124,"3-6 mo",30,0.88,0.14624,"english",1,"typical","b.no","Kaplan1995b_1","a.cf","a.preference","a.tape recording","eye-tracking","significant",NA,NA,"between","Laboratory","unfamiliar mother",1,0,1,"a.simulated","familiarization","a.native","yes",NA,NA,NA,15,15,124,NA,NA,NA,NA,NA,NA,NA,0.6,"reported_d",0.6,FALSE,"a.no",TRUE,FALSE,-1.74113009198423,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,"Kaplan1995b, #2",0.88,0.14624,0.382413388886948,0.130483530575673,1.62951646942433,"Meta-analysis","Meta-analysis",0.021381760622466,TRUE
"30","MA","Kaplan1995b","2","Kaplan et al. (1995b)",121,"3-6 mo",40,0.14,0.100245,"english",1,"typical","b.no","Kaplan1995b_2","a.cf","a.preference","a.tape recording","eye-tracking","non-significant",NA,NA,"between","Laboratory","unfamiliar female",0,0,1,"a.simulated","familiarization","a.native","yes",NA,NA,NA,20,20,121,NA,NA,NA,NA,NA,NA,NA,0.55,"reported_d",0.55,TRUE,"a.no",TRUE,FALSE,-1.83968462549277,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,"Kaplan1995b, #3",0.14,0.100245,0.316614908050774,-0.480553816747977,0.760553816747977,"Meta-analysis","Meta-analysis",0.658360740150062,FALSE
"31","MA","Kaplan1995b","2","Kaplan et al. (1995b)",121,"3-6 mo",40,0.36,0.10162,"english",1,"typical","b.no","Kaplan1995b_2","a.cf","a.preference","a.tape recording","eye-tracking","non-significant",NA,NA,"between","Laboratory","unfamiliar female",0,0,1,"a.simulated","familiarization","a.native","yes",NA,NA,NA,20,20,121,NA,NA,NA,NA,NA,NA,NA,0.55,"reported_d",0.55,FALSE,"a.no",TRUE,FALSE,-1.83968462549277,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,"Kaplan1995b, #4",0.36,0.10162,0.318778920256657,-0.264795202733613,0.984795202733613,"Meta-analysis","Meta-analysis",0.258767378145559,FALSE
"32","MA","Schachner2011","1","Schachner & Hannon (2011)",156,"3-6 mo",20,0.31,0.0524025,"english",1,"typical","b.no","Schachner2011","a.cf","a.preference","b.video recording","eye-tracking","non-significant",NA,NA,"within_two","Laboratory","unfamiliar females",0,0,1,"a.simulated","test_only","a.native","yes",NA,NA,NA,20,NA,156,NA,NA,NA,NA,NA,NA,NA,0.5,"reported_d",0.5,TRUE,"a.no",TRUE,FALSE,-0.68988173455979,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,"Schachner2011, #1",0.31,0.0524025,0.228915923430416,-0.138666965411344,0.758666965411344,"Meta-analysis","Meta-analysis",0.17566971372335,FALSE
"33","MA","Schachner2011","1","Schachner & Hannon (2011)",156,"3-6 mo",20,1.26,0.08969,"english",1,"typical","b.no","Schachner2011","c.other","a.preference","b.video recording","behavior","significant",NA,NA,"within_two","Laboratory","unfamiliar females",0,0,1,"a.simulated","familiarization","a.native","yes",NA,NA,NA,20,NA,156,NA,NA,NA,NA,NA,NA,NA,0.5,"reported_d",0.5,FALSE,"a.no",TRUE,FALSE,-0.68988173455979,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,"Schachner2011, #2",1.26,0.08969,0.299482887658043,0.673024326204181,1.84697567379582,"Meta-analysis","Meta-analysis",0.0000258494751406158,TRUE
"34","MA","Singh2002","2","Singh et al. (2002)",179,"3-6 mo",12,-0.16,0.0844,"english",1,"typical","a.yes","Singh2002_2_happy","b.hpp","a.preference","a.tape recording","behavior","non-significant",NA,NA,"within_two","Laboratory","unfamiliar mother",1,0,1,"a.simulated","familiarization","a.native","yes",NA,NA,NA,12,NA,179,NA,NA,NA,NA,NA,NA,NA,0.388888889,"reported_d",0.388888889,TRUE,"a.no",TRUE,FALSE,0.0657030223390276,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,"Singh2002, #1",-0.16,0.0844,0.290516780926679,-0.729402427520804,0.409402427520804,"Meta-analysis","Meta-analysis",0.581810060172149,FALSE
"35","MA","Singh2002","2","Singh et al. (2002)",179,"3-6 mo",12,-0.3,0.0870833333333333,"english",1,"typical","a.yes","Singh2002_2_neutral","b.hpp","a.preference","a.tape recording","behavior","non-significant",NA,NA,"within_two","Laboratory","unfamiliar mother",1,0,1,"a.simulated","familiarization","a.native","yes",NA,NA,NA,12,NA,179,NA,NA,NA,NA,NA,NA,NA,0.388888889,"reported_d",0.388888889,TRUE,"a.no",TRUE,FALSE,0.0657030223390276,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,"Singh2002, #2",-0.3,0.0870833333333333,0.295098853493763,-0.878383124726837,0.278383124726837,"Meta-analysis","Meta-analysis",0.309339713521554,FALSE
"36","MA","Singh2002","2","Singh et al. (2002)",179,"3-6 mo",12,-0.54,0.0954833333333333,"english",1,"typical","a.yes","Singh2002_2_sad","b.hpp","a.preference","a.tape recording","behavior","non-significant",NA,NA,"within_two","Laboratory","unfamiliar mother",1,0,1,"a.simulated","familiarization","a.native","yes",NA,NA,NA,12,NA,179,NA,NA,NA,NA,NA,NA,NA,0.388888889,"reported_d",0.388888889,TRUE,"a.no",TRUE,FALSE,0.0657030223390276,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,"Singh2002, #3",-0.54,0.0954833333333333,0.309003775597214,-1.14563627125744,0.065636271257436,"Meta-analysis","Meta-analysis",0.0805417262863437,FALSE
