lab,age_group,method,d_z,n,d_z_var,mean_age,prop_monolingual,modal_lang1,mean_lang1_exposure,prop_preterm,prop_curr_earinfection,prop_hearing_vision,prop_cognitive_developmental,prop_nae,num_trials,participant_design,presentation,response_mode,setting,speaker,speaker_experience,speaker_fam,speaker_female,speech_type
babylabplymouth,9-12 mo,hpp,0.639792003275204,25,0.084093338074549,319.977973568282,1,english,99.8898678414097,NA,0,0,0,0,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
babylabpotsdam,9-12 mo,hpp,0.5802189376275273,27,0.07719124088501496,308.14805194805194,1,german,98.48571428571428,NA,0,0,0.023376623376623377,0,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
babylabpotsdam,9-12 mo,singlescreen,0.6470650805423163,15,0.1403115536409539,308.14805194805194,1,german,98.48571428571428,NA,0,0,0.023376623376623377,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
babylabshimane,6-9 mo,eyetracking,-0.09498267021869347,11,0.1820232206282244,230.796875,1,japanese,99.5390625,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
babylabuclajohnson,12-15 mo,eyetracking,0.5977302881280687,18,0.11607335412980088,406.2336956521739,1,english,97.84782608695652,NA,0,0,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
babylabutrecht,6-9 mo,hpp,0.10950452404608405,29,0.06906889000678068,226.67153284671537,1,dutch,100,NA,0,0,0,0,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
babylabutrecht,9-12 mo,hpp,0.1860851293511051,29,0.06926403168418635,325.44406779661006,1,dutch,100,NA,0,0,0,0,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
babylabvuw,6-9 mo,singlescreen,0.031084802334250147,13,0.15386473586415692,228.74774774774775,1,english,98.15315315315316,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
babylabyork,6-9 mo,singlescreen,0.15497356819226718,15,0.13373361344730406,220.4921875,1,english,100,NA,0.0625,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
babylabyork,9-12 mo,singlescreen,0.5051918580882104,14,0.14741462166926103,316.0082644628099,1,english,99.92561983471074,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
baldwinlabuoregon,9-12 mo,singlescreen,0.5300366350888365,14,0.1478739077595767,320.7518796992481,1,english,98.53383458646617,NA,0,0,0.06766917293233082,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
bchdosu,12-15 mo,singlescreen,0.6735605024861826,14,0.15095863840195425,410.7593984962406,1,english,99.93984962406014,NA,0,0.06015037593984962,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
bchdosu,3-6 mo,singlescreen,0.4341621368544588,19,0.10774337843523722,139.6707317073171,1,english,99.48170731707317,NA,0,0.10365853658536585,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
bchdosu,6-9 mo,singlescreen,0.04668291533515761,15,0.13336965490973648,242.38805970149252,1,english,98.88059701492537,NA,0,0.26865671641791045,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
bchdosu,9-12 mo,singlescreen,0.46160331490027223,14,0.1466621003629807,323.11538461538464,1,english,99.94871794871794,NA,0,0.1858974358974359,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
bcrlunlv,12-15 mo,singlescreen,0.4897795262090147,19,0.10841952610912535,409.786941580756,1,english,98.76975945017182,NA,0,0,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
bllumanitoba,12-15 mo,hpp,1.7083531640660805,15,0.18197450888624314,413.4274809160305,1,english,98.12977099236642,NA,0,0,0,1,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
bllumanitoba,3-6 mo,hpp,0.3996588081601199,12,0.16999431589458264,164.43636363636364,1,english,96.87272727272727,NA,0,0,0,1,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
bllumanitoba,6-9 mo,hpp,-0.0631641470093448,25,0.08003989709467418,234.23004694835677,1,english,98.86854460093896,NA,0,0,0,1,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
bllumanitoba,9-12 mo,hpp,0.6772796852630215,22,0.09612167922806793,314.0952380952381,1,english,97.4973544973545,NA,0,0,0,1,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
bounbcl,12-15 mo,singlescreen,0.743076418704267,17,0.12576709652991705,407.5991379310345,1,turkish,96.58189655172414,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
callab,9-12 mo,eyetracking,0.3504079387153539,10,0.2030696430878686,336.1707317073171,1,english,98.5670731707317,NA,0,0,0.07926829268292683,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
cdcceu,12-15 mo,eyetracking,0.7553715581563242,10,0.21426465477178783,398.90721649484533,1,hungarian,96.45360824742268,0,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
chosunbaby,12-15 mo,hpp,0.6603488796153675,30,0.07030050535674393,403.7451737451737,1,korean,100,NA,0,0,0,0,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
chosunbaby,6-9 mo,hpp,0.17531489363381342,28,0.07170299385651638,227.7966804979253,1,korean,100,NA,0.04149377593360996,0,0,0,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
chosunbaby,9-12 mo,hpp,0.5530360176286022,19,0.10928748469466451,296.6746987951807,1,korean,100,NA,0,0,0,0,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
earlysocogfm,9-12 mo,eyetracking,0.5543225207607742,11,0.1888016694777859,315.3965517241379,1,english,99.49137931034483,NA,0,0,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
escompicbsleipzig,3-6 mo,eyetracking,0.3958121169443557,11,0.18537880072545393,155.71875,1,german,98.89583333333333,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
ethosrennes,3-6 mo,eyetracking,-0.033350098633746154,37,0.05406156911539785,145.64248704663208,1,french,98.96113989637306,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
ethosrennes,6-9 mo,eyetracking,0.36785005178794306,29,0.07013201431552063,235.8054862842893,1,french,99.44389027431421,NA,0.0199501246882793,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
infantcoglablouisville,9-12 mo,singlescreen,0.036124246751999434,18,0.11112923557226943,325.433242506812,1,english,99.9291553133515,NA,0.027247956403269755,0,0.02997275204359673,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
infantcogubc,3-6 mo,singlescreen,0.4843164487567,23,0.08950611328843805,140.85344827586206,1,english,97.46982758620689,NA,0,0,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
infantlanglabutk,12-15 mo,hpp,0.6279981890792489,28,0.07494983683470371,417.0434782608696,1,english,99.72826086956522,NA,0,0,0,1,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
infantlanglabutk,6-9 mo,hpp,0.5239232038164413,31,0.06672980260884906,226.68421052631575,1,english,99.54887218045113,NA,0,0,0,1,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
infantllmadison,12-15 mo,hpp,1.0623046909020433,22,0.10373285518536915,409.5708502024292,1,english,99.39676113360323,NA,0,0.024291497975708502,0,1,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
infantllmadison,6-9 mo,hpp,0.4829437335858705,26,0.07916571778663328,223.48605577689239,1,english,98.81673306772909,NA,0,0,0,1,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
infantllmadison,9-12 mo,hpp,1.0613356361821629,26,0.08775416665990574,315.685393258427,1,english,98.8689138576779,NA,0,0,0,1,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
infantstudiesubc,6-9 mo,hpp,0.5201149357159184,12,0.17230249054905777,228.66331658291455,1,english,98.72361809045226,NA,0,0,0,1,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
islnotredame,12-15 mo,hpp,0.6738255108951279,23,0.09189174803405521,411.3953488372092,1,english,99.56589147286822,NA,0,0,0.03488372093023256,1,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
kyotobabylab,9-12 mo,eyetracking,0.1241631771968966,13,0.15414262489560823,299.09554140127386,1,japanese,98.64968152866243,NA,0,0,0.05732484076433121,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
lancaster,12-15 mo,singlescreen,0.18285589656458626,12,0.16736325581059247,409,1,english,100,NA,0,0.0860655737704918,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
lancaster,6-9 mo,eyetracking,0.2834993930397942,16,0.12625581102896768,225.31481481481484,1,english,100,0,0,0.08024691358024691,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
langlabucla,3-6 mo,hpp,0.42533286095719874,29,0.07052506933284514,155.12820512820517,1,english,99.16239316239316,NA,0,0,0,1,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
langlabucla,9-12 mo,hpp,0.7690280329001694,25,0.08591404115386304,324.23873873873873,1,english,98.45945945945945,NA,0.036036036036036036,0,0,1,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
ldlottawa,6-9 mo,singlescreen,0.5353755745397857,10,0.20716567514534515,241.10493827160494,1,english,99.32098765432099,NA,0,0,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
madlabucsd,6-9 mo,singlescreen,0.14274992667470185,10,0.20050943853914083,234.85882352941175,1,english,99.81176470588235,NA,0,0,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
minddevlabbicocca,3-6 mo,singlescreen,0.498240237567761,11,0.18746007578026316,144.75,1,italian,100,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
musdevutm,6-9 mo,hpp,0.26788748434636916,28,0.07206931878811987,226.72888888888892,1,english,98.69333333333333,NA,0,0,0,1,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
pocdnorthwestern,12-15 mo,eyetracking,0.668556796541596,15,0.1407828031700327,408.59027777777777,1,english,98.375,NA,0,0,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
purdueinfantspeech,12-15 mo,hpp,0.6894105259242375,24,0.0882842382630743,393.50218340611355,1,english,99.91266375545851,0.034934497816593885,0.11790393013100436,0,0,1,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
purdueinfantspeech,9-12 mo,hpp,0.4855480282097106,25,0.08235756887698338,312.28837209302327,1,english,99.48372093023256,0,0,0,0,1,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
trainorlab,6-9 mo,hpp,0.43274843217601566,21,0.09746751435179522,243.00507614213197,1,english,97.6751269035533,NA,0,0,0,1,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
udssaarland,12-15 mo,singlescreen,0.13875605772464755,15,0.13365422072592142,407.5099337748344,1,german,100,NA,0.052980132450331126,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
udssaarland,6-9 mo,singlescreen,-0.024491295905108495,11,0.18183181417216163,237.61052631578949,1,german,100,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
udssaarland,9-12 mo,singlescreen,0.2511972263981567,12,0.1679812509697943,315.58156028368796,0.9432624113475178,german,99.43262411347517,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
unlvmusiclab,3-6 mo,singlescreen,0.8766135936504341,18,0.12178404711906567,139.89285714285717,1,english,99.70238095238095,NA,0,0,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
weescienceedinburgh,6-9 mo,singlescreen,5.725580148144462e-4,31,0.06451613167598935,213.7142857142857,1,english,99.28571428571429,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
weltentdeckerzurich,12-15 mo,eyetracking,0.5902784875562485,23,0.0907437901399097,413.963768115942,1,swissgerman,98.22826086956522,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
wsigoettingen,12-15 mo,singlescreen,0.5749200637860773,13,0.16020255922584206,411.93939393939394,1,german,100,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
wsigoettingen,3-6 mo,singlescreen,-0.38417163420158995,12,0.16974141342760665,147.29591836734693,1,german,99.90816326530613,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
wsigoettingen,6-9 mo,singlescreen,0.2879483193088247,31,0.06518479221445787,222.17716535433073,1,german,98.93700787401575,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
wsigoettingen,9-12 mo,singlescreen,0.22557249811731248,29,0.06940416337850763,311.6466165413534,1,german,99.38345864661655,NA,0.03007518796992481,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
babylabbrookes,9-12 mo,singlescreen,NA,NA,NA,360.5,1,english,100,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
babylabkingswood,9-12 mo,hpp,NA,NA,NA,274,1,english,100,NA,0,0,0,0,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
babylablangessex,12-15 mo,eyetracking,NA,NA,NA,400.54411764705884,1,english,99.6470588235294,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
babylablangessex,6-9 mo,eyetracking,NA,NA,NA,222.01769911504425,1,english,99.29203539823008,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
babylablangessex,9-12 mo,eyetracking,NA,NA,NA,305.0425531914894,1,english,100,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
babylablmu,9-12 mo,eyetracking,NA,NA,NA,324.1210191082803,1,german,99.2547770700637,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
babylablmu,12-15 mo,eyetracking,NA,NA,NA,413.45454545454544,1,german,97.98787878787878,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
babylablmu,6-9 mo,eyetracking,NA,NA,NA,263,1,german,100,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
babylabplymouth,12-15 mo,hpp,NA,NA,NA,377.71666666666664,1,english,100,NA,0,0,0,0,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
babylabpotsdam,6-9 mo,singlescreen,NA,NA,NA,249,1,german,100,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
babylabprinceton,3-6 mo,hpp,NA,NA,NA,157.44615384615383,1,english,98.92307692307692,0.38461538461538464,0,0,0,1,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
babylabprinceton,6-9 mo,hpp,NA,NA,NA,183,1,english,95,1,0,0,0,1,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
babylabprinceton,12-15 mo,hpp,NA,NA,NA,414.58947368421053,1,english,98.33684210526316,0.2736842105263158,0,0.031578947368421054,0,1,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
babylabshimane,3-6 mo,eyetracking,NA,NA,NA,148.84552845528455,1,japanese,99.71544715447155,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
babylabshimane,9-12 mo,eyetracking,NA,NA,NA,274,1,japanese,99,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
babylabumassb,6-9 mo,eyetracking,NA,NA,NA,223.73636363636365,1,english,96.9090909090909,NA,0,0,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
babylabumassb,9-12 mo,eyetracking,NA,NA,NA,331.6623376623377,1,english,99.6103896103896,NA,0,0,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
babylabumassb,12-15 mo,eyetracking,NA,NA,NA,425.811320754717,1,english,98.0754716981132,NA,0,0,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
babylabvuw,9-12 mo,singlescreen,NA,NA,NA,278,1,english,100,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
babylabvuw,3-6 mo,singlescreen,NA,NA,NA,107,1,english,90,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
babylingoslo,6-9 mo,eyetracking,NA,NA,NA,228.04436860068262,1,norwegian,99.69283276450511,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
callab,12-15 mo,eyetracking,NA,NA,NA,407.074074074074,1,english,98.51851851851852,NA,0,0,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
cdcceu,3-6 mo,eyetracking,NA,NA,NA,146,1,hungarian,99.42727272727272,0,0,0.1,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
cdcceu,6-9 mo,eyetracking,NA,NA,NA,183,1,hungarian,100,0,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
cfnuofn,12-15 mo,eyetracking,NA,NA,NA,392.73846153846154,1,english,100,NA,0.13846153846153847,0.13846153846153847,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
cfnuofn,6-9 mo,eyetracking,NA,NA,NA,193.37735849056602,1,english,100,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
cfnuofn,3-6 mo,eyetracking,NA,NA,NA,178,1,english,100,1,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
childlabmanchester,6-9 mo,eyetracking,NA,NA,NA,241.05714285714288,1,english,NA,0,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
childlabmanchester,9-12 mo,eyetracking,NA,NA,NA,309.44262295081967,1,english,NA,0,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
childlabmanchester,12-15 mo,eyetracking,NA,NA,NA,370,1,english,NA,0,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
childlabmanchester,3-6 mo,eyetracking,NA,NA,NA,182,1,english,NA,0,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
cogdevlabbyu,3-6 mo,eyetracking,NA,NA,NA,136.93617021276594,1,english,98.91489361702128,0.3617021276595745,0,0,0.0425531914893617,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
cogdevlabbyu,6-9 mo,eyetracking,NA,NA,NA,194.23529411764707,1,english,98.76470588235294,0.4117647058823529,0,0,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
dcnlabtennessee,12-15 mo,eyetracking,NA,NA,NA,404.60416666666663,1,english,99.72916666666667,NA,0,0,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
dcnlabtennessee,3-6 mo,eyetracking,NA,NA,NA,163.1,1,english,100,NA,0,0,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
dcnlabtennessee,6-9 mo,eyetracking,NA,NA,NA,194.5,1,english,100,NA,0,0,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
earlysocogfm,12-15 mo,eyetracking,NA,NA,NA,406,1,english,99.22784810126582,NA,0,0,0.11392405063291139,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
earlysocogfm,6-9 mo,eyetracking,NA,NA,NA,226.4913793103448,1,english,98.12068965517241,0.1896551724137931,0,0,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
escompicbsleipzig,6-9 mo,eyetracking,NA,NA,NA,184,1,german,100,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
icclbc,6-9 mo,singlescreen,NA,NA,NA,231.66304347826087,1,english,99.02173913043478,NA,0,0,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
icclbc,3-6 mo,singlescreen,NA,NA,NA,182,1,english,100,NA,0,0,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
infantcogubc,6-9 mo,eyetracking,NA,NA,NA,226.44642857142858,1,english,97.53571428571429,NA,0,0.0625,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
irlconcordia,12-15 mo,eyetracking,NA,NA,NA,394.5982905982906,1,english,96.74358974358974,NA,0,0,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
irlconcordia,9-12 mo,eyetracking,NA,NA,NA,289.75,1,english,98.875,NA,0,0,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
irlconcordia,6-9 mo,eyetracking,NA,NA,NA,219.74285714285713,1,english,97.59285714285714,NA,0,0.06428571428571428,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
isplabmcgill,12-15 mo,hpp,NA,NA,NA,414.5375,1,french,96.5125,NA,0,0.1625,0,0,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
jmucdl,12-15 mo,eyetracking,NA,NA,NA,405.05172413793105,1,english,100,NA,0,0,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
jmucdl,9-12 mo,eyetracking,NA,NA,NA,320.77464788732397,1,english,100,NA,0,0,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
jmucdl,6-9 mo,eyetracking,NA,NA,NA,273,1,english,100,NA,0,0,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
jmucdl,3-6 mo,eyetracking,NA,NA,NA,110,1,english,90,NA,0,0,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
kokuhamburg,12-15 mo,eyetracking,NA,NA,NA,407.7368421052632,1,german,99.47368421052632,NA,0.10526315789473684,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
kokuhamburg,6-9 mo,eyetracking,NA,NA,NA,224.08045977011494,1,german,98.9080459770115,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
kyotobabylab,6-9 mo,eyetracking,NA,NA,NA,222.41666666666669,1,japanese,99.47916666666667,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
kyotobabylab,12-15 mo,eyetracking,NA,NA,NA,371.57142857142856,1,japanese,99.60714285714286,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
