"","study_type","study_id","expt_num","short_cite","mean_age","age_group","n","d_calc","d_var_calc","native_lang","prop_nae","infant_type","main_question_ids_preference","same_infant","method","dependent_measure","presentation","response_mode","effect_significance_reported","unique_study_id","num_trials","participant_design","setting","speaker","speaker_experience","speaker_fam","speaker_female","speech_type","exposure_phase","test_lang","original_ma","group_name_1","group_name_2","t","n_1","n_2","mean_age_1","mean_age_2","x_1","x_2","sd_1","sd_2","r","corr","gender_1","es_method","prop_female","unique_infants","own_mother","isMeta","isRep","mean_agec_mos","test_lang_a.native","test_lang_b.nonnative","test_lang_c.artificial","method_a.cf","method_b.hpp","method_c.other","speech_type_a.simulated","speech_type_b.naturalistic","speech_type_c.filtered/synthesized","own_mother_a.no","own_mother_b.yes","presentation_a.tape recording","presentation_b.video recording","dependent_measure_a.preference","dependent_measure_b.affect","main_question_ids_preference_a.yes","main_question_ids_preference_b.no","unique","yi","vi","sei","lo","hi","studyTypePretty","sourcePretty","pval","affirm"
"19","MB","lllliv",NA,"ManyBabies Consortium (2020)",225.117318435754,"6-9 mo",16,0.318379951980141,0.126583840528482,"english",0,"typical","a.yes","1","a.cf","a.preference","a.tape recording","eye-tracking",NA,"lllliv_eyetracking_6-9 mo",16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,0.296045512894165,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,"lllliv, #1",0.318379951980141,0.126583840528482,0.355786228694257,-0.378948242455934,1.01570814641622,"Replications","Replications",0.370860297660436,FALSE
"20","MB","lppparisdescartes2",NA,"ManyBabies Consortium (2020)",241.6,"6-9 mo",25,-0.0546947943251292,0.0800299152052627,"french",0,"typical","a.yes","1","b.hpp","a.preference","a.tape recording","behavior",NA,"lppparisdescartes2_hpp_6-9 mo",16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,0.837526510405525,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,"lppparisdescartes2, #1",-0.0546947943251292,0.0800299152052627,0.282895590643019,-0.609159963370633,0.499770374720375,"Replications","Replications",0.846693363857894,FALSE
"21","MB","lscppsl",NA,"ManyBabies Consortium (2020)",401.677685950413,"12-15 mo",11,0.139348104892075,0.182259497598568,"french",0,"typical","a.yes","1","a.cf","a.preference","a.tape recording","eye-tracking",NA,"lscppsl_eyetracking_12-15 mo",16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,6.09632039839545,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,"lscppsl, #1",0.139348104892075,0.182259497598568,0.42691860769773,-0.697396990525461,0.97609320030961,"Replications","Replications",0.744118421538124,FALSE
"22","MB","minddevlabbicocca",NA,"ManyBabies Consortium (2020)",144.75,"3-6 mo",11,0.498240237567761,0.187460075780263,"italian",0,"typical","a.yes","1","a.cf","a.preference","a.tape recording","eye-tracking",NA,"minddevlabbicocca_singlescreen_3-6 mo",16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,-2.34414234636189,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,"minddevlabbicocca, #1",0.498240237567761,0.187460075780263,0.432966598919897,-0.350358702824036,1.34683917795956,"Replications","Replications",0.249831370624606,FALSE
"23","MB","socialcogumiami",NA,"ManyBabies Consortium (2020)",135.606837606838,"3-6 mo",18,-0.284370128328647,0.112234255137301,"english",1,"typical","a.yes","1","a.cf","a.preference","a.tape recording","eye-tracking",NA,"socialcogumiami_eyetracking_3-6 mo",16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","a.native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,-2.64450904784554,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,"socialcogumiami, #1",-0.284370128328647,0.112234255137301,0.335013813352973,-0.940985136823898,0.372244880166604,"Replications","Replications",0.395975307657336,FALSE
"24","MB","unlvmusiclab",NA,"ManyBabies Consortium (2020)",139.892857142857,"3-6 mo",20,0.812014922883943,0.108242102937328,"english",1,"typical","a.yes","1","a.cf","a.preference","a.tape recording","eye-tracking",NA,"unlvmusiclab_singlescreen_3-6 mo",16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","a.native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,-2.50370682918524,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,"unlvmusiclab, #1",0.812014922883943,0.108242102937328,0.329001676192277,0.167183486693772,1.45684635907411,"Replications","Replications",0.0135825578687956,TRUE
"25","MB","wsigoettingen",NA,"ManyBabies Consortium (2020)",147.295918367347,"3-6 mo",12,-0.38417163420159,0.169741413427607,"german",0,"typical","a.yes","1","a.cf","a.preference","a.tape recording","eye-tracking",NA,"wsigoettingen_singlescreen_3-6 mo",16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,-2.26050508068032,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,"wsigoettingen, #1",-0.38417163420159,0.169741413427607,0.411996860943875,-1.19167064339514,0.423327374991962,"Replications","Replications",0.351097543799554,FALSE
"26","MA","Cooper1997",3,"Cooper et al. (1997)",126,"3-6 mo",23,0.337173813282663,0.0459496995731211,"english",1,"typical","a.yes","3","a.cf","a.preference","a.tape recording","eye-tracking","significant",NA,10,"within_two","Laboratory","child’s mother",1,1,1,"b.naturalistic","test_only","a.native","yes",NA,NA,NA,23,NA,126,NA,23.72,19.9,12.76,9.69,NA,NA,0.47826087,"d_within_two",0.47826087,TRUE,"b.yes",TRUE,FALSE,-2.96010818079027,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,"Cooper1997, #1",0.337173813282663,0.0459496995731211,0.214358810346394,-0.0829617347651199,0.757309361330447,"Meta-analysis","Meta-analysis",0.1157324244104,FALSE
"27","MA","Droucker2013",1,"Droucker et al. (2013)",183,"3-6 mo",22,0.287170179872501,0.0473287889138183,"english",1,"typical","a.yes","1","a.cf","a.preference","a.tape recording","eye-tracking","non-significant",NA,NA,"within_two","Laboratory","unfamiliar female",0,0,1,"a.simulated","test_only","a.native","no",NA,NA,1.44,22,NA,183,NA,19.21,17.74,4.45,5.71,0.3,0.576,NA,"d_within_two",NA,TRUE,"a.no",TRUE,FALSE,-1.08757204412798,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,"Droucker2013, #1",0.287170179872501,0.0473287889138183,0.217551807424848,-0.139223527451795,0.713563887196797,"Meta-analysis","Meta-analysis",0.186832264662152,FALSE
"28","MA","Droucker2013",1,"Droucker et al. (2013)",244,"6-9 mo",22,0.288624400808859,0.047347819198688,"english",1,"typical","a.yes","1","a.cf","a.preference","a.tape recording","eye-tracking","non-significant",NA,NA,"within_two","Laboratory","unfamiliar female",0,0,1,"a.simulated","test_only","a.native","no",NA,NA,2.04,22,NA,244,NA,19.66,17.97,4.88,6.69,0.41,0.819,NA,"d_within_two",NA,FALSE,"a.no",TRUE,FALSE,0.916370137212358,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,"Droucker2013, #2",0.288624400808859,0.047347819198688,0.217595540392463,-0.137855021556899,0.715103823174617,"Meta-analysis","Meta-analysis",0.184698603208278,FALSE
"29","MA","Droucker2013",1,"Droucker et al. (2013)",365,"9-12 mo",22,0.24259581236129,0.046792107458528,"english",1,"typical","a.yes","1","a.cf","a.preference","a.tape recording","eye-tracking","non-significant",NA,NA,"within_two","Laboratory","unfamiliar female",0,0,1,"a.simulated","test_only","a.native","no",NA,NA,1.98,22,NA,365,NA,20.86,19.5,5.34,5.86,0.4,0.837,NA,"d_within_two",NA,FALSE,"a.no",TRUE,FALSE,4.89140298872353,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,"Droucker2013, #3",0.24259581236129,0.046792107458528,0.216314834115758,-0.181373471827352,0.666565096549933,"Meta-analysis","Meta-analysis",0.262077597275198,FALSE
"30","MA","Droucker2013",1,"Droucker et al. (2013)",183,"3-6 mo",14,-0.00716643363694475,0.0714304056346812,"english",1,"non-typical","a.yes","2","a.cf","a.preference","a.tape recording","eye-tracking","non-significant",NA,NA,"within_two","Laboratory","unfamiliar female",0,0,1,"a.simulated","test_only","a.native","no",NA,NA,-0.04,14,NA,183,NA,19.26,19.3,6.22,4.86,0.01,0.74,NA,"d_within_two",NA,TRUE,"a.no",TRUE,FALSE,-1.08757204412798,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,"Droucker2013, #4",-0.00716643363694475,0.0714304056346812,0.267264673375815,-0.530995567793404,0.516662700519514,"Meta-analysis","Meta-analysis",0.978608090772293,FALSE
"31","MA","Droucker2013",1,"Droucker et al. (2013)",244,"6-9 mo",14,0.109676843327839,0.0718581789272271,"english",1,"non-typical","a.yes","2","a.cf","a.preference","a.tape recording","eye-tracking","non-significant",NA,NA,"within_two","Laboratory","unfamiliar female",0,0,1,"a.simulated","test_only","a.native","no",NA,NA,0.48,14,NA,244,NA,23.42,22.82,6.13,4.72,0.13,0.654,NA,"d_within_two",NA,FALSE,"a.no",TRUE,FALSE,0.916370137212358,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,"Droucker2013, #5",0.109676843327839,0.0718581789272271,0.26806375907091,-0.415718470011568,0.635072156667245,"Meta-analysis","Meta-analysis",0.682433537049248,FALSE
"32","MA","Droucker2013",1,"Droucker et al. (2013)",365,"9-12 mo",14,0.289289689579706,0.0744174473034687,"english",1,"non-typical","a.yes","2","a.cf","a.preference","a.tape recording","eye-tracking","non-significant",NA,NA,"within_two","Laboratory","unfamiliar female",0,0,1,"a.simulated","test_only","a.native","no",NA,NA,1.9,14,NA,365,NA,20.83,18.91,7.34,5.85,0.47,0.86,NA,"d_within_two",NA,FALSE,"a.no",TRUE,FALSE,4.89140298872353,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,"Droucker2013, #6",0.289289689579706,0.0744174473034687,0.272795614523893,-0.245379890027596,0.823959269187009,"Meta-analysis","Meta-analysis",0.288933957770307,FALSE
"33","MA","Fernald1985",1,"Fernald (1985)",123,"3-6 mo",48,0.32,0.0219,"english",1,"typical","a.yes","1","c.other","a.preference","a.tape recording","behavior","significant",NA,15,"within_two","Laboratory","unfamiliar mother",1,0,1,"b.naturalistic","conditioning","a.native","yes",NA,NA,2.24,48,NA,123,NA,8.73,7.5,NA,NA,NA,NA,0.4375,"reported_d",0.4375,TRUE,"a.no",TRUE,FALSE,-3.05866271429881,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,"Fernald1985, #1",0.32,0.0219,0.147986485869487,0.0299518174971591,0.610048182502841,"Meta-analysis","Meta-analysis",0.0305904682121416,TRUE
"34","MA","Fernald1987",1,"Fernald & Kuhl (1987)",124,"3-6 mo",20,0.771,0.064861025,"english",1,"typical","a.yes","1","c.other","a.preference","a.tape recording","behavior","significant",NA,15,"within_one","Laboratory","unfamiliar mother",1,0,1,"c.filtered/synthesized","conditioning","c.artificial","yes",NA,NA,3.45,20,NA,124,NA,9.8,7.5,NA,NA,NA,NA,0.45,"reported_d",0.45,TRUE,"a.no",TRUE,FALSE,-3.0258112031293,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,"Fernald1987, #1",0.771,0.064861025,0.254678277440382,0.271839748572152,1.27016025142785,"Meta-analysis","Meta-analysis",0.0024670903018944,TRUE
"35","MA","Fernald1987",2,"Fernald & Kuhl (1987)",122,"3-6 mo",20,0.148,0.0505476,"english",1,"typical","a.yes","2","c.other","a.preference","a.tape recording","behavior","non-significant",NA,15,"within_one","Laboratory","unfamiliar mother",1,0,1,"c.filtered/synthesized","conditioning","c.artificial","yes",NA,NA,0.66,20,NA,122,NA,8.15,7.5,NA,NA,NA,NA,0.5,"reported_d",0.5,TRUE,"a.no",TRUE,FALSE,-3.09151422546832,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,"Fernald1987, #2",0.148,0.0505476,0.224827934207473,-0.292654653765189,0.588654653765189,"Meta-analysis","Meta-analysis",0.510357462714241,FALSE
"36","MA","Fernald1987",3,"Fernald & Kuhl (1987)",125,"3-6 mo",20,0.246,0.0515129,"english",1,"typical","a.yes","3","c.other","a.preference","a.tape recording","behavior","non-significant",NA,15,"within_one","Laboratory","unfamiliar mother",1,0,1,"c.filtered/synthesized","conditioning","c.artificial","yes",NA,NA,1.1,20,NA,125,NA,8.6,7.5,NA,NA,NA,NA,0.5,"reported_d",0.5,TRUE,"a.no",TRUE,FALSE,-2.99295969195978,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,"Fernald1987, #3",0.246,0.0515129,0.226964534674473,-0.198842313729859,0.690842313729859,"Meta-analysis","Meta-analysis",0.278422540881879,FALSE
