"","x","y","r"
"119","native_lang_swissgerman","method_a.cf",0.0573539334676406
"120","study_type_MB","native_lang_norwegian",0.0573539334676405
"121","study_type_MB","native_lang_italian",0.0573539334676405
"122","study_type_MB","native_lang_turkish",0.0573539334676404
"123","native_lang_french","main_question_ids_preference_a.yes",0.0562301352614977
"124","test_lang_a.native","dependent_measure_b.affect",0.0560811345632371
"125","speech_type_a.simulated","own_mother_a.no",0.0544691418806881
"126","native_lang_japanese","presentation_a.tape recording",0.0540185531572785
"127","native_lang_dutch","main_question_ids_preference_a.yes",0.0511571468456919
"128","method_c.other","dependent_measure_a.preference",0.047945205479452
"129","test_lang_b.nonnative","dependent_measure_a.preference",0.0477377893739298
"130","method_b.hpp","main_question_ids_preference_b.no",0.0467659614862056
"131","test_lang_c.artificial","presentation_a.tape recording",0.0466252404120156
"132","native_lang_korean","presentation_a.tape recording",0.0466252404120156
"133","native_lang_japanese","main_question_ids_preference_a.yes",0.0456025398834612
"134","native_lang_cantonese","main_question_ids_preference_a.yes",0.0456025398834612
"135","native_lang_french","dependent_measure_a.preference",0.044237395520381
"136","native_lang_norwegian","speech_type_b.naturalistic",0.0441744574841977
"137","native_lang_swissgerman","speech_type_b.naturalistic",0.0441744574841976
"138","native_lang_italian","speech_type_b.naturalistic",0.0441744574841976
"139","native_lang_dutch","dependent_measure_a.preference",0.0402463719530952
"140","test_lang_c.artificial","main_question_ids_preference_a.yes",0.0393610946830483
"141","native_lang_korean","main_question_ids_preference_a.yes",0.0393610946830483
"142","own_mother_b.yes","presentation_a.tape recording",0.037943082534729
"143","own_mother_a.no","presentation_b.video recording",0.037943082534729
"144","native_lang_spanish","presentation_a.tape recording",0.037943082534729
"145","native_lang_hungarian","presentation_a.tape recording",0.037943082534729
"146","native_lang_german","own_mother_a.no",0.0365244043354398
"147","native_lang_japanese","dependent_measure_a.preference",0.0358764492416214
"148","native_lang_hungarian","mean_agec_mos",0.0355782465219453
"149","method_c.other","presentation_b.video recording",0.0330012672214271
"150","own_mother_a.no","main_question_ids_preference_b.no",0.0320316045776635
"151","native_lang_spanish","main_question_ids_preference_a.yes",0.0320316045776634
"152","native_lang_hungarian","main_question_ids_preference_a.yes",0.0320316045776634
"153","test_lang_c.artificial","dependent_measure_a.preference",0.0309661768642665
"154","native_lang_korean","dependent_measure_a.preference",0.0309661768642665
"155","native_lang_swissgerman","presentation_a.tape recording",0.0267414093650349
"156","native_lang_italian","presentation_a.tape recording",0.0267414093650349
"157","own_mother_b.yes","dependent_measure_a.preference",0.0251999173444066
"158","native_lang_spanish","dependent_measure_a.preference",0.0251999173444066
"159","own_mother_a.no","dependent_measure_b.affect",0.0251999173444066
"160","native_lang_hungarian","dependent_measure_a.preference",0.0251999173444066
"161","native_lang_french","own_mother_a.no",0.0232510988220331
"162","native_lang_italian","main_question_ids_preference_a.yes",0.0225751360566504
"163","native_lang_swissgerman","main_question_ids_preference_a.yes",0.0225751360566504
"164","native_lang_turkish","main_question_ids_preference_a.yes",0.0225751360566504
"165","native_lang_norwegian","main_question_ids_preference_a.yes",0.0225751360566504
"166","native_lang_dutch","own_mother_a.no",0.0211534237154308
"167","native_lang_cantonese","own_mother_a.no",0.01885659987185
"168","native_lang_japanese","own_mother_a.no",0.01885659987185
"169","native_lang_swissgerman","dependent_measure_a.preference",0.0177603204762033
"170","native_lang_italian","dependent_measure_a.preference",0.0177603204762033
"171","native_lang_norwegian","dependent_measure_a.preference",0.0177603204762033
"172","test_lang_c.artificial","own_mother_a.no",0.0162757691754231
"173","native_lang_korean","own_mother_a.no",0.0162757691754231
"174","native_lang_english","presentation_b.video recording",0.0152340886124144
"175","native_lang_spanish","own_mother_a.no",0.0132450331125827
"176","native_lang_hungarian","own_mother_a.no",0.0132450331125827
"177","method_a.cf","speech_type_a.simulated",0.011952286093344
"178","method_a.cf","speech_type_b.naturalistic",0.0110029712033916
"179","native_lang_swissgerman","own_mother_a.no",0.00933479382421892
"180","native_lang_italian","own_mother_a.no",0.00933479382421892
"181","native_lang_turkish","own_mother_a.no",0.00933479382421892
"182","native_lang_norwegian","own_mother_a.no",0.00933479382421891
"183","native_lang_english","dependent_measure_b.affect",0.000903368536795495
"184","study_type_MB","method_a.cf",-0.0000000000000000114287664299649
"185","study_type_MA","method_a.cf",-0.0000000000000000179594901042305
"186","native_lang_english","dependent_measure_a.preference",-0.000903368536795426
"187","method_b.hpp","speech_type_a.simulated",-0.00195261390459226
"188","native_lang_norwegian","native_lang_turkish",-0.00657894736842098
"189","native_lang_italian","native_lang_norwegian",-0.00657894736842103
"190","native_lang_swissgerman","native_lang_turkish",-0.00657894736842104
"191","native_lang_norwegian","native_lang_swissgerman",-0.00657894736842104
"192","native_lang_italian","native_lang_swissgerman",-0.00657894736842104
"193","test_lang_a.native","method_c.other",-0.00747748460843171
"194","test_lang_a.native","speech_type_c.filtered/synthesized",-0.00747748460843172
"195","native_lang_norwegian","mean_agec_mos",-0.00764719381334855
"196","native_lang_hungarian","native_lang_turkish",-0.00933479382421883
"197","native_lang_hungarian","native_lang_norwegian",-0.00933479382421883
"198","native_lang_norwegian","native_lang_spanish",-0.00933479382421888
"199","native_lang_hungarian","native_lang_italian",-0.0093347938242189
"200","native_lang_italian","native_lang_spanish",-0.0093347938242189
"201","native_lang_hungarian","native_lang_swissgerman",-0.00933479382421891
"202","native_lang_spanish","native_lang_swissgerman",-0.00933479382421892
"203","native_lang_turkish","own_mother_b.yes",-0.00933479382421894
"204","native_lang_norwegian","own_mother_b.yes",-0.00933479382421894
"205","native_lang_italian","own_mother_b.yes",-0.00933479382421894
"206","native_lang_swissgerman","own_mother_b.yes",-0.00933479382421894
"207","native_lang_english","method_b.hpp",-0.0110508757297748
"208","native_lang_italian","native_lang_korean",-0.011470786693528
"209","native_lang_korean","native_lang_swissgerman",-0.011470786693528
"210","test_lang_c.artificial","native_lang_norwegian",-0.011470786693528
"211","test_lang_c.artificial","native_lang_turkish",-0.011470786693528
"212","test_lang_c.artificial","native_lang_italian",-0.0114707866935281
"213","test_lang_c.artificial","native_lang_swissgerman",-0.0114707866935281
"214","native_lang_korean","native_lang_turkish",-0.0114707866935281
"215","native_lang_hungarian","native_lang_spanish",-0.0132450331125827
"216","native_lang_hungarian","own_mother_b.yes",-0.0132450331125827
"217","native_lang_spanish","own_mother_b.yes",-0.0132450331125828
"218","native_lang_japanese","native_lang_norwegian",-0.0132896966382282
"219","native_lang_japanese","native_lang_turkish",-0.0132896966382282
"220","native_lang_italian","native_lang_japanese",-0.0132896966382282
"221","native_lang_japanese","native_lang_swissgerman",-0.0132896966382283
"222","native_lang_cantonese","native_lang_turkish",-0.0132896966382283
"223","native_lang_cantonese","native_lang_norwegian",-0.0132896966382283
"224","native_lang_cantonese","native_lang_italian",-0.0132896966382283
"225","native_lang_cantonese","native_lang_swissgerman",-0.0132896966382283
"226","native_lang_dutch","native_lang_norwegian",-0.0149084451040216
"227","native_lang_dutch","native_lang_italian",-0.0149084451040216
"228","native_lang_dutch","native_lang_swissgerman",-0.0149084451040216
"229","native_lang_english","presentation_a.tape recording",-0.0152340886124144
"230","native_lang_korean","native_lang_spanish",-0.0162757691754231
"231","test_lang_c.artificial","native_lang_hungarian",-0.0162757691754231
"232","test_lang_c.artificial","native_lang_spanish",-0.0162757691754231
"233","native_lang_hungarian","native_lang_korean",-0.0162757691754231
"234","test_lang_c.artificial","own_mother_b.yes",-0.0162757691754231
"235","native_lang_french","native_lang_norwegian",-0.0163868381336115
"236","native_lang_french","native_lang_turkish",-0.0163868381336115
"237","native_lang_french","native_lang_italian",-0.0163868381336116
"238","native_lang_french","native_lang_swissgerman",-0.0163868381336116
"239","native_lang_norwegian","dependent_measure_b.affect",-0.0177603204762033
"240","native_lang_turkish","dependent_measure_b.affect",-0.0177603204762033
"241","native_lang_norwegian","method_c.other",-0.0177603204762033
"242","native_lang_turkish","method_c.other",-0.0177603204762033
"243","native_lang_italian","dependent_measure_b.affect",-0.0177603204762033
"244","native_lang_swissgerman","dependent_measure_b.affect",-0.0177603204762033
"245","native_lang_italian","method_c.other",-0.0177603204762033
"246","native_lang_swissgerman","method_c.other",-0.0177603204762034
"247","native_lang_hungarian","native_lang_japanese",-0.0188565998718499
"248","native_lang_japanese","native_lang_spanish",-0.0188565998718499
"249","native_lang_cantonese","native_lang_hungarian",-0.01885659987185
"250","native_lang_cantonese","native_lang_spanish",-0.01885659987185
"251","native_lang_japanese","own_mother_b.yes",-0.01885659987185
"252","native_lang_cantonese","own_mother_b.yes",-0.01885659987185
"253","native_lang_japanese","mean_agec_mos",-0.0195492399868367
"254","test_lang_c.artificial","native_lang_korean",-0.0199999999999999
"255","native_lang_dutch","native_lang_hungarian",-0.0211534237154306
"256","native_lang_dutch","native_lang_spanish",-0.0211534237154307
"257","native_lang_dutch","own_mother_b.yes",-0.0211534237154307
"258","native_lang_norwegian","main_question_ids_preference_b.no",-0.0225751360566504
"259","native_lang_turkish","main_question_ids_preference_b.no",-0.0225751360566504
"260","native_lang_swissgerman","main_question_ids_preference_b.no",-0.0225751360566504
"261","native_lang_italian","main_question_ids_preference_b.no",-0.0225751360566504
"262","method_c.other","speech_type_a.simulated",-0.0227357343132121
"263","native_lang_japanese","native_lang_korean",-0.0231713778545396
"264","native_lang_cantonese","native_lang_korean",-0.0231713778545396
"265","test_lang_c.artificial","native_lang_cantonese",-0.0231713778545396
"266","test_lang_c.artificial","native_lang_japanese",-0.0231713778545396
"267","native_lang_french","native_lang_hungarian",-0.0232510988220331
"268","native_lang_french","native_lang_spanish",-0.0232510988220331
"269","native_lang_french","own_mother_b.yes",-0.0232510988220331
"270","native_lang_hungarian","dependent_measure_b.affect",-0.0251999173444066
"271","native_lang_hungarian","method_c.other",-0.0251999173444066
"272","native_lang_spanish","dependent_measure_b.affect",-0.0251999173444066
"273","native_lang_spanish","method_c.other",-0.0251999173444066
"274","own_mother_b.yes","dependent_measure_b.affect",-0.0251999173444067
"275","method_c.other","own_mother_b.yes",-0.0251999173444067
"276","speech_type_c.filtered/synthesized","own_mother_b.yes",-0.0251999173444067
"277","native_lang_german","native_lang_swissgerman",-0.0257415576937923
"278","native_lang_german","native_lang_italian",-0.0257415576937923
"279","native_lang_dutch","native_lang_korean",-0.0259937622455015
"280","test_lang_c.artificial","native_lang_dutch",-0.0259937622455018
"281","native_lang_italian","presentation_b.video recording",-0.0267414093650349
"282","native_lang_norwegian","presentation_b.video recording",-0.0267414093650349
"283","native_lang_swissgerman","presentation_b.video recording",-0.0267414093650349
"284","native_lang_cantonese","native_lang_japanese",-0.0268456375838927
"285","native_lang_french","native_lang_korean",-0.0285714285714284
"286","test_lang_c.artificial","native_lang_french",-0.0285714285714285
"287","native_lang_dutch","native_lang_japanese",-0.0301155643425793
"288","native_lang_cantonese","native_lang_dutch",-0.0301155643425794
"289","native_lang_korean","speech_type_c.filtered/synthesized",-0.0309661768642665
"290","native_lang_korean","method_c.other",-0.0309661768642665
"291","native_lang_korean","dependent_measure_b.affect",-0.0309661768642665
"292","test_lang_c.artificial","dependent_measure_b.affect",-0.0309661768642666
"293","native_lang_hungarian","main_question_ids_preference_b.no",-0.0320316045776634
"294","native_lang_spanish","main_question_ids_preference_b.no",-0.0320316045776634
"295","own_mother_a.no","main_question_ids_preference_a.yes",-0.0320316045776635
"296","method_c.other","presentation_a.tape recording",-0.0330012672214268
"297","native_lang_french","native_lang_japanese",-0.0331019683636282
"298","native_lang_cantonese","native_lang_french",-0.0331019683636282
"299","native_lang_cantonese","method_c.other",-0.0358764492416214
"300","native_lang_japanese","method_c.other",-0.0358764492416214
"301","native_lang_german","native_lang_hungarian",-0.0365244043354398
"302","native_lang_german","native_lang_spanish",-0.0365244043354398
"303","native_lang_german","own_mother_b.yes",-0.0365244043354398
"304","test_lang_b.nonnative","method_b.hpp",-0.0371145792919466
"305","native_lang_dutch","native_lang_french",-0.0371339460650026
"306","native_lang_hungarian","presentation_b.video recording",-0.037943082534729
"307","native_lang_spanish","presentation_b.video recording",-0.037943082534729
"308","own_mother_b.yes","presentation_b.video recording",-0.037943082534729
"309","native_lang_norwegian","speech_type_a.simulated",-0.0383885947974957
"310","native_lang_turkish","speech_type_a.simulated",-0.0383885947974957
"311","native_lang_italian","speech_type_a.simulated",-0.0383885947974958
"312","native_lang_korean","main_question_ids_preference_b.no",-0.0393610946830481
"313","test_lang_c.artificial","main_question_ids_preference_b.no",-0.0393610946830482
"314","native_lang_dutch","dependent_measure_b.affect",-0.0402463719530953
"315","native_lang_dutch","method_c.other",-0.0402463719530953
"316","native_lang_dutch","speech_type_c.filtered/synthesized",-0.0402463719530953
"317","method_a.cf","speech_type_c.filtered/synthesized",-0.0442373955203809
"318","native_lang_french","speech_type_c.filtered/synthesized",-0.0442373955203809
"319","native_lang_french","method_c.other",-0.044237395520381
"320","native_lang_french","dependent_measure_b.affect",-0.044237395520381
"321","native_lang_german","native_lang_korean",-0.0448819394546248
"322","test_lang_c.artificial","native_lang_german",-0.044881939454625
"323","native_lang_cantonese","main_question_ids_preference_b.no",-0.0456025398834612
"324","native_lang_japanese","main_question_ids_preference_b.no",-0.0456025398834612
"325","native_lang_korean","presentation_b.video recording",-0.0466252404120156
"326","test_lang_c.artificial","presentation_b.video recording",-0.0466252404120156
"327","method_b.hpp","main_question_ids_preference_a.yes",-0.0467659614862057
"328","test_lang_b.nonnative","dependent_measure_b.affect",-0.0477377893739299
"329","method_c.other","dependent_measure_b.affect",-0.047945205479452
"330","speech_type_c.filtered/synthesized","dependent_measure_b.affect",-0.047945205479452
"331","native_lang_english","method_a.cf",-0.0510523125383457
"332","native_lang_dutch","main_question_ids_preference_b.no",-0.0511571468456919
"333","native_lang_norwegian","method_b.hpp",-0.0515336964858048
"334","native_lang_turkish","method_b.hpp",-0.0515336964858049
"335","native_lang_italian","method_b.hpp",-0.0515336964858049
"336","native_lang_swissgerman","method_b.hpp",-0.0515336964858049
"337","native_lang_cantonese","native_lang_german",-0.0519988188973846
"338","native_lang_german","native_lang_japanese",-0.0519988188973847
"339","native_lang_japanese","presentation_b.video recording",-0.0540185531572785
"340","native_lang_cantonese","mean_agec_mos",-0.0542124263055604
"341","native_lang_hungarian","speech_type_a.simulated",-0.0544691418806881
"342","native_lang_spanish","speech_type_a.simulated",-0.0544691418806882
"343","speech_type_a.simulated","own_mother_b.yes",-0.0544691418806883
"344","test_lang_a.native","dependent_measure_a.preference",-0.0560811345632369
"345","native_lang_french","main_question_ids_preference_b.no",-0.0562301352614976
"346","test_lang_a.native","method_a.cf",-0.0563436169819011
"347","study_type_MA","native_lang_turkish",-0.0573539334676404
"348","study_type_MA","native_lang_italian",-0.0573539334676405
"349","study_type_MA","native_lang_norwegian",-0.0573539334676405
"350","study_type_MA","native_lang_swissgerman",-0.0573539334676405
"351","native_lang_dutch","native_lang_german",-0.0583325231650269
"352","speech_type_c.filtered/synthesized","main_question_ids_preference_a.yes",-0.0601516617428621
"353","method_c.other","main_question_ids_preference_a.yes",-0.0601516617428622
"354","native_lang_dutch","presentation_b.video recording",-0.0605982706954648
"355","dependent_measure_a.preference","main_question_ids_preference_a.yes",-0.0609431309763207
"356","dependent_measure_b.affect","main_question_ids_preference_b.no",-0.0609431309763208
"357","speech_type_b.naturalistic","own_mother_a.no",-0.0626786368425802
"358","native_lang_french","native_lang_german",-0.06411705636375
"359","native_lang_french","presentation_b.video recording",-0.0666074863028798
"360","native_lang_korean","speech_type_a.simulated",-0.0669328021227258
"361","test_lang_c.artificial","speech_type_a.simulated",-0.0669328021227259
"362","native_lang_italian","mean_agec_mos",-0.0690207231991761
"363","native_lang_german","dependent_measure_b.affect",-0.0694911037581613
"364","native_lang_german","method_c.other",-0.0694911037581615
"365","native_lang_german","speech_type_c.filtered/synthesized",-0.0694911037581616
"366","native_lang_french","method_a.cf",-0.0714285714285713
"367","method_a.cf","main_question_ids_preference_b.no",-0.0715656266964514
"368","speech_type_c.filtered/synthesized","presentation_b.video recording",-0.0721902720468713
"369","native_lang_english","own_mother_a.no",-0.0731205776176193
"370","native_lang_hungarian","method_b.hpp",-0.0731205776176194
"371","native_lang_spanish","method_b.hpp",-0.0731205776176194
"372","method_b.hpp","own_mother_b.yes",-0.0731205776176195
"373","native_lang_cantonese","speech_type_a.simulated",-0.0775462624424412
"374","native_lang_japanese","speech_type_a.simulated",-0.0775462624424412
"375","presentation_a.tape recording","main_question_ids_preference_b.no",-0.0784139669240273
"376","presentation_b.video recording","main_question_ids_preference_a.yes",-0.0784139669240274
"377","study_type_MA","native_lang_hungarian",-0.0813788458771158
"378","study_type_MA","native_lang_spanish",-0.0813788458771159
"379","method_a.cf","own_mother_a.no",-0.0813788458771161
"380","test_lang_b.nonnative","presentation_b.video recording",-0.0847403426131801
"381","native_lang_dutch","speech_type_a.simulated",-0.086991767240168
"382","native_lang_german","main_question_ids_preference_b.no",-0.088330113421617
"383","test_lang_c.artificial","method_b.hpp",-0.0898520700674884
"384","test_lang_b.nonnative","own_mother_b.yes",-0.0924401571465518
"385","native_lang_french","speech_type_a.simulated",-0.0956182887467518
"386","dependent_measure_b.affect","mean_agec_mos",-0.0960345817921135
"387","test_lang_a.native","own_mother_a.no",-0.0962887489731166
"388","test_lang_a.native","native_lang_swissgerman",-0.0969458417911852
"389","test_lang_a.native","native_lang_italian",-0.0969458417911853
"390","test_lang_a.native","native_lang_norwegian",-0.0969458417911854
"391","test_lang_a.native","presentation_a.tape recording",-0.0972002834361557
"392","study_type_MA","native_lang_korean",-0.0999999999999998
"393","native_lang_german","method_b.hpp",-0.101473044016148
"394","speech_type_a.simulated","speech_type_c.filtered/synthesized",-0.103632649427665
"395","native_lang_japanese","method_b.hpp",-0.104099813327317
"396","native_lang_cantonese","method_b.hpp",-0.104099813327317
"397","speech_type_b.naturalistic","dependent_measure_b.affect",-0.104162956851092
"398","method_c.other","mean_agec_mos",-0.104559359421925
"399","native_lang_german","presentation_b.video recording",-0.104631560861471
"400","test_lang_b.nonnative","test_lang_c.artificial",-0.113592366849413
"401","study_type_MA","native_lang_japanese",-0.115856889272699
"402","native_lang_english","native_lang_norwegian",-0.127663020839834
"403","native_lang_english","native_lang_turkish",-0.127663020839834
"404","native_lang_english","native_lang_italian",-0.127663020839834
"405","native_lang_english","native_lang_swissgerman",-0.127663020839835
"406","study_type_MA","native_lang_dutch",-0.129968811227509
"407","test_lang_b.nonnative","native_lang_cantonese",-0.131604582682962
"408","test_lang_a.native","native_lang_spanish",-0.137555355675882
"409","test_lang_a.native","native_lang_hungarian",-0.137555355675882
"410","speech_type_a.simulated","dependent_measure_a.preference",-0.139058095915693
"411","method_b.hpp","dependent_measure_b.affect",-0.139118754666516
"412","method_b.hpp","method_c.other",-0.139118754666516
"413","method_b.hpp","speech_type_c.filtered/synthesized",-0.139118754666516
"414","study_type_MA","native_lang_french",-0.142857142857143
"415","study_type_MA","method_b.hpp",-0.142946475107368
"416","presentation_b.video recording","mean_agec_mos",-0.146223463724812
"417","test_lang_c.artificial","mean_agec_mos",-0.147427534116453
"418","native_lang_german","speech_type_a.simulated",-0.15020369862003
"419","method_a.cf","dependent_measure_a.preference",-0.154830884321333
"420","study_type_MA","own_mother_a.no",-0.162757691754232
"421","study_type_MB","own_mother_b.yes",-0.162757691754232
"422","own_mother_b.yes","mean_agec_mos",-0.163013558926326
"423","test_lang_a.native","native_lang_korean",-0.169030850945703
"424","test_lang_a.native","test_lang_c.artificial",-0.169030850945703
"425","method_a.cf","mean_agec_mos",-0.17550930044869
"426","test_lang_b.nonnative","speech_type_c.filtered/synthesized",-0.175876066114479
"427","test_lang_b.nonnative","method_c.other",-0.175876066114479
"428","native_lang_english","main_question_ids_preference_a.yes",-0.176833791869715
"429","method_c.other","speech_type_b.naturalistic",-0.178634603571732
"430","native_lang_english","native_lang_hungarian",-0.181139612734556
"431","native_lang_english","native_lang_spanish",-0.181139612734556
"432","method_a.cf","presentation_a.tape recording",-0.186500961648063
"433","speech_type_b.naturalistic","presentation_b.video recording",-0.18673788864808
"434","test_lang_a.native","native_lang_japanese",-0.195833885816864
"435","native_lang_korean","method_a.cf",-0.2
"436","test_lang_c.artificial","method_a.cf",-0.2
"437","study_type_MB","test_lang_c.artificial",-0.2
"438","method_b.hpp","presentation_b.video recording",-0.209468718420696
"439","test_lang_a.native","native_lang_dutch",-0.219687387581874
"440","main_question_ids_preference_b.no","mean_agec_mos",-0.221496570713982
"441","native_lang_english","native_lang_korean",-0.222588082667187
"442","test_lang_b.nonnative","main_question_ids_preference_b.no",-0.223555995341565
