"","x","y","r"
"385","dependent_measure_b.affect","main_question_ids_preference_b.no",-0.0675926369419373
"386","native_lang_german","speech_type_c.filtered/synthesized",-0.0675926369419374
"387","native_lang_german","dependent_measure_b.affect",-0.0675926369419375
"388","test_lang_c.artificial","speech_type_a.simulated",-0.0678358129241727
"389","native_lang_korean","speech_type_a.simulated",-0.0678358129241728
"390","speech_type_c.filtered/synthesized","presentation_b.video recording",-0.070210949749941
"391","native_lang_italian","mean_agec_mos",-0.0706529924849431
"392","native_lang_english","own_mother_a.no",-0.070882049319884
"393","test_lang_b.nonnative","presentation_b.video recording",-0.0772534013758333
"394","native_lang_japanese","speech_type_a.simulated",-0.0785856133519808
"395","native_lang_cantonese","speech_type_a.simulated",-0.0785856133519809
"396","method_a.cf","mean_agec_mos",-0.0808249224016259
"397","native_lang_hungarian","method_b.hpp",-0.0822483920548927
"398","native_lang_spanish","method_b.hpp",-0.0822483920548928
"399","method_b.hpp","own_mother_b.yes",-0.0822483920548929
"400","study_type_MA","native_lang_spanish",-0.083412359745908
"401","study_type_MA","native_lang_hungarian",-0.083412359745908
"402","native_lang_dutch","speech_type_a.simulated",-0.0881499306730454
"403","test_lang_a.native","presentation_a.tape recording",-0.0892555558530765
"404","method_a.cf","own_mother_a.no",-0.0893385515189038
"405","test_lang_b.nonnative","own_mother_b.yes",-0.0893385515189039
"406","dependent_measure_b.affect","mean_agec_mos",-0.0903165601764155
"407","test_lang_a.native","own_mother_a.no",-0.092994121628818
"408","native_lang_french","speech_type_a.simulated",-0.0968826297023918
"409","test_lang_a.native","native_lang_norwegian",-0.097798310642411
"410","test_lang_a.native","native_lang_turkish",-0.097798310642411
"411","test_lang_a.native","native_lang_italian",-0.0977983106424111
"412","test_lang_a.native","native_lang_swissgerman",-0.0977983106424111
"413","native_lang_german","main_question_ids_preference_b.no",-0.0979020979020978
"414","speech_type_b.naturalistic","dependent_measure_b.affect",-0.0981860358732221
"415","test_lang_c.artificial","method_b.hpp",-0.101059823287946
"416","native_lang_german","presentation_b.video recording",-0.101694497909922
"417","study_type_MA","native_lang_korean",-0.102490007711349
"418","speech_type_a.simulated","speech_type_c.filtered/synthesized",-0.10499343811517
"419","test_lang_b.nonnative","test_lang_c.artificial",-0.109771607732778
"420","native_lang_english","method_a.cf",-0.111352448247759
"421","native_lang_japanese","method_b.hpp",-0.117074563655682
"422","native_lang_cantonese","method_b.hpp",-0.117074563655683
"423","study_type_MA","native_lang_japanese",-0.118731386435195
"424","test_lang_b.nonnative","native_lang_cantonese",-0.127166886493365
"425","test_lang_b.nonnative","method_b.hpp",-0.127954155475743
"426","native_lang_english","native_lang_norwegian",-0.128307069028576
"427","native_lang_english","native_lang_turkish",-0.128307069028576
"428","native_lang_english","native_lang_italian",-0.128307069028577
"429","native_lang_english","native_lang_swissgerman",-0.128307069028577
"430","speech_type_a.simulated","dependent_measure_a.preference",-0.130491844514569
"431","native_lang_german","method_b.hpp",-0.13245694692073
"432","study_type_MA","native_lang_dutch",-0.133181673293045
"433","test_lang_a.native","method_a.cf",-0.135757123568346
"434","presentation_b.video recording","mean_agec_mos",-0.136232521301199
"435","study_type_MA","method_a.cf",-0.136855996134686
"436","test_lang_a.native","native_lang_spanish",-0.138753133858872
"437","test_lang_a.native","native_lang_hungarian",-0.138753133858872
"438","method_b.hpp","method_c.other",-0.144332927038695
"439","study_type_MA","native_lang_french",-0.146375506347851
"440","test_lang_c.artificial","mean_agec_mos",-0.150848296264216
