lab,age_group,method,d_z,n,d_z_var,mean_age,prop_monolingual,modal_lang1,mean_lang1_exposure,prop_preterm,prop_curr_earinfection,prop_hearing_vision,prop_cognitive_developmental,prop_nae,num_trials,participant_design,presentation,response_mode,setting,speaker,speaker_experience,speaker_fam,speaker_female,speech_type
lscppsl,12-15 mo,eyetracking,0.1393481048920746,11,0.18225949759856847,401.6776859504132,1,french,98.14876033057851,NA,0.06611570247933884,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
madlabucsd,6-9 mo,singlescreen,0.14274992667470185,10,0.20050943853914083,234.85882352941175,1,english,99.81176470588235,NA,0,0,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
minddevlabbicocca,3-6 mo,singlescreen,0.498240237567761,11,0.18746007578026316,144.75,1,italian,100,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
musdevutm,6-9 mo,hpp,0.19473312513925575,30,0.0669826749168875,226.72888888888892,1,english,98.69333333333333,NA,0,0,0,1,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
pocdnorthwestern,12-15 mo,eyetracking,0.38346459778150715,28,0.07274147408706905,408.59027777777777,1,english,98.375,NA,0,0,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
purdueinfantspeech,12-15 mo,hpp,0.818275779793498,31,0.06991592944997305,393.50218340611355,1,english,99.91266375545851,0.034934497816593885,0.11790393013100436,0,0,1,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
purdueinfantspeech,9-12 mo,hpp,0.4990496242367993,26,0.07931779353318165,312.28837209302327,1,english,99.48372093023256,0,0,0,0,1,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
socialcogumiami,3-6 mo,eyetracking,-0.28437012832864705,18,0.1122342551373007,135.6068376068376,1,english,95.76923076923077,NA,0,0,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
trainorlab,6-9 mo,hpp,0.5282912274497675,24,0.08624053771875398,243.00507614213197,1,english,97.6751269035533,NA,0,0,0,1,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
udssaarland,12-15 mo,singlescreen,0.33531696517250614,17,0.11930055098724264,407.5099337748344,1,german,100,NA,0.052980132450331126,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
udssaarland,6-9 mo,singlescreen,-0.024491295905108495,11,0.18183181417216163,237.61052631578949,1,german,100,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
udssaarland,9-12 mo,singlescreen,-0.2693459079769168,15,0.13454245363573183,315.58156028368796,0.9432624113475178,german,99.43262411347517,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
unlvmusiclab,3-6 mo,singlescreen,0.812014922883943,20,0.10824210293732771,139.89285714285717,1,english,99.70238095238095,NA,0,0,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
weescienceedinburgh,6-9 mo,singlescreen,0.020835910224726584,32,0.0625033916808976,213.7142857142857,1,english,99.28571428571429,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
weltentdeckerzurich,12-15 mo,eyetracking,0.2652589635012967,30,0.06725301931431485,413.963768115942,1,swissgerman,98.22826086956522,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
wsigoettingen,12-15 mo,singlescreen,0.41889160406613524,15,0.13625783626595167,411.93939393939394,1,german,100,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
wsigoettingen,3-6 mo,singlescreen,-0.38417163420158995,12,0.16974141342760665,147.29591836734693,1,german,99.90816326530613,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
wsigoettingen,6-9 mo,singlescreen,0.2879483193088247,31,0.06518479221445787,222.17716535433073,1,german,98.93700787401575,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
wsigoettingen,9-12 mo,singlescreen,0.2844136877933894,30,0.06734075954836863,311.6466165413534,1,german,99.38345864661655,NA,0.03007518796992481,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
babylabbrookes,9-12 mo,singlescreen,NA,NA,NA,360.5,1,english,100,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
babylabkingswood,9-12 mo,hpp,NA,NA,NA,274,1,english,100,NA,0,0,0,0,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
babylablangessex,12-15 mo,eyetracking,NA,NA,NA,400.54411764705884,1,english,99.6470588235294,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
babylablangessex,9-12 mo,eyetracking,NA,NA,NA,305.0425531914894,1,english,100,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
babylablmu,6-9 mo,eyetracking,NA,NA,NA,263,1,german,100,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
babylabplymouth,12-15 mo,hpp,NA,NA,NA,377.71666666666664,1,english,100,NA,0,0,0,0,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
babylabpotsdam,6-9 mo,singlescreen,NA,NA,NA,249,1,german,100,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
babylabprinceton,3-6 mo,hpp,NA,NA,NA,157.44615384615383,1,english,98.92307692307692,0.38461538461538464,0,0,0,1,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
babylabprinceton,6-9 mo,hpp,NA,NA,NA,183,1,english,95,1,0,0,0,1,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
babylabshimane,9-12 mo,eyetracking,NA,NA,NA,274,1,japanese,99,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
babylabumassb,6-9 mo,eyetracking,NA,NA,NA,223.73636363636365,1,english,96.9090909090909,NA,0,0,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
babylabumassb,9-12 mo,eyetracking,NA,NA,NA,331.6623376623377,1,english,99.6103896103896,NA,0,0,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
babylabumassb,12-15 mo,eyetracking,NA,NA,NA,425.811320754717,1,english,98.0754716981132,NA,0,0,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
babylabvuw,9-12 mo,singlescreen,NA,NA,NA,278,1,english,100,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
babylabvuw,3-6 mo,singlescreen,NA,NA,NA,107,1,english,90,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
callab,12-15 mo,eyetracking,NA,NA,NA,407.074074074074,1,english,98.51851851851852,NA,0,0,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
cdcceu,6-9 mo,eyetracking,NA,NA,NA,183,1,hungarian,100,0,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
cfnuofn,12-15 mo,eyetracking,NA,NA,NA,392.73846153846154,1,english,100,NA,0.13846153846153847,0.13846153846153847,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
cfnuofn,6-9 mo,eyetracking,NA,NA,NA,193.37735849056602,1,english,100,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
cfnuofn,3-6 mo,eyetracking,NA,NA,NA,178,1,english,100,1,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
childlabmanchester,9-12 mo,eyetracking,NA,NA,NA,309.44262295081967,1,english,NA,0,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
childlabmanchester,12-15 mo,eyetracking,NA,NA,NA,370,1,english,NA,0,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
childlabmanchester,3-6 mo,eyetracking,NA,NA,NA,182,1,english,NA,0,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
dcnlabtennessee,3-6 mo,eyetracking,NA,NA,NA,163.1,1,english,100,NA,0,0,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
dcnlabtennessee,6-9 mo,eyetracking,NA,NA,NA,194.5,1,english,100,NA,0,0,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
earlysocogfm,12-15 mo,eyetracking,NA,NA,NA,406,1,english,99.22784810126582,NA,0,0,0.11392405063291139,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
escompicbsleipzig,6-9 mo,eyetracking,NA,NA,NA,184,1,german,100,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
icclbc,3-6 mo,singlescreen,NA,NA,NA,182,1,english,100,NA,0,0,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
irlconcordia,9-12 mo,eyetracking,NA,NA,NA,289.75,1,english,98.875,NA,0,0,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
jmucdl,12-15 mo,eyetracking,NA,NA,NA,405.05172413793105,1,english,100,NA,0,0,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
jmucdl,9-12 mo,eyetracking,NA,NA,NA,320.77464788732397,1,english,100,NA,0,0,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
jmucdl,6-9 mo,eyetracking,NA,NA,NA,273,1,english,100,NA,0,0,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
jmucdl,3-6 mo,eyetracking,NA,NA,NA,110,1,english,90,NA,0,0,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
kokuhamburg,12-15 mo,eyetracking,NA,NA,NA,407.7368421052632,1,german,99.47368421052632,NA,0.10526315789473684,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
kyotobabylab,12-15 mo,eyetracking,NA,NA,NA,371.57142857142856,1,japanese,99.60714285714286,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
labunam,3-6 mo,eyetracking,NA,NA,NA,96,1,spanish,100,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
labunam,9-12 mo,eyetracking,NA,NA,NA,327.37142857142857,1,spanish,100,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
langlabucla,6-9 mo,hpp,NA,NA,NA,225,1,english,98.5,NA,0,0,0,1,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
langlabucla,12-15 mo,hpp,NA,NA,NA,454.76190476190476,0.38095238095238093,english,66.76190476190476,NA,0,0,0,1,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
lcdfsu,12-15 mo,eyetracking,NA,NA,NA,425.8313253012048,1,english,100,NA,0,0,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
lcduleeds,12-15 mo,eyetracking,NA,NA,NA,413.531746031746,1,english,99.96825396825396,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
lllliv,9-12 mo,eyetracking,NA,NA,NA,292.6666666666667,1,english,100,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
minddevlabbicocca,6-9 mo,singlescreen,NA,NA,NA,193.41176470588235,1,italian,98.82352941176471,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
musdevutm,9-12 mo,hpp,NA,NA,NA,283,1,english,100,NA,0,0,0,1,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
nusinfantlanguagecentre,12-15 mo,eyetracking,NA,NA,NA,429.4492753623188,1,english,95.79710144927536,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
nusinfantlanguagecentre,6-9 mo,eyetracking,NA,NA,NA,251.4179104477612,1,english,95.4776119402985,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
nusinfantlanguagecentre,6-9 mo,singlescreen,NA,NA,NA,251.4179104477612,1,english,95.4776119402985,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
nusinfantlanguagecentre,9-12 mo,eyetracking,NA,NA,NA,278,1,english,100,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
purdueinfantspeech,6-9 mo,hpp,NA,NA,NA,273,1,english,100,0,0,0,0,1,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
