"","study_type","study_id","expt_num","short_cite","mean_age","age_group","n","d_calc","d_var_calc","native_lang","prop_nae","infant_type","main_question_ids_preference","same_infant","method","dependent_measure","presentation","response_mode","effect_significance_reported","num_trials","participant_design","setting","speaker","speaker_experience","speaker_fam","speaker_female","speech_type","exposure_phase","test_lang","original_ma","group_name_1","group_name_2","t","n_1","n_2","mean_age_1","mean_age_2","x_1","x_2","sd_1","sd_2","r","corr","gender_1","es_method","prop_female","unique_infants","own_mother","isMeta","isRep","mean_agec_mos","test_lang_a.native","test_lang_b.nonnative","test_lang_c.artificial","test_lang_NA","method_a.cf","method_b.hpp","method_c.other","speech_type_a.simulated","speech_type_b.naturalistic","speech_type_c.filtered/synthesized","own_mother_a.no","own_mother_b.yes","presentation_a.tape recording","presentation_b.video recording","dependent_measure_a.preference","dependent_measure_b.affect","main_question_ids_preference_a.yes","main_question_ids_preference_b.no","unique","yi","vi","sei","lo","hi","studyTypePretty","sourcePretty","pval","affirm"
"13","MB","socialcogumiami",NA,"ManyBabies Consortium (2020)",135.606837606838,"3-6 mo",18,-0.284370128328647,0.112234255137301,"english",1,"typical","a.yes","1","a.cf","a.preference","a.tape recording","eye-tracking",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","a.native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,-2.34790090570411,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,"socialcogumiami, #1",-0.284370128328647,0.112234255137301,0.335013813352973,-0.940985136823898,0.372244880166604,"Replications","Replications",0.395975307657336,FALSE
"14","MB","unlvmusiclab",NA,"ManyBabies Consortium (2020)",139.892857142857,"3-6 mo",20,0.812014922883943,0.108242102937328,"english",1,"typical","a.yes","1","a.cf","a.preference","a.tape recording","eye-tracking",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","a.native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,-2.2070986870438,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,"unlvmusiclab, #1",0.812014922883943,0.108242102937328,0.329001676192277,0.167183486693772,1.45684635907411,"Replications","Replications",0.0135825578687956,TRUE
"15","MB","wsigoettingen",NA,"ManyBabies Consortium (2020)",147.295918367347,"3-6 mo",12,-0.38417163420159,0.169741413427607,"german",0,"typical","a.yes","1","a.cf","a.preference","a.tape recording","eye-tracking",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,-1.96389693853888,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,"wsigoettingen, #1",-0.38417163420159,0.169741413427607,0.411996860943875,-1.19167064339514,0.423327374991962,"Replications","Replications",0.351097543799554,FALSE
"16","MB","babylabbrookes",NA,"ManyBabies Consortium (2020)",364,"9-12 mo",NA,NA,NA,"english",0,"typical","a.yes","2","a.cf","a.preference","a.tape recording","eye-tracking",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,5.15515961969545,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,"babylabbrookes, #2",NA,NA,NA,NA,NA,"Replications","Replications",NA,NA
"17","MB","babylabkingswood",NA,"ManyBabies Consortium (2020)",261,"6-9 mo",NA,NA,NA,"english",0,"typical","a.yes","1","b.hpp","a.preference","a.tape recording","behavior",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,1.77145396923553,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,"babylabkingswood, #1",NA,NA,NA,NA,NA,"Replications","Replications",NA,NA
"18","MB","babylabkonstanz",NA,"ManyBabies Consortium (2020)",223.806451612903,"6-9 mo",NA,NA,NA,"german",0,"typical","a.yes","1","b.hpp","a.preference","a.tape recording","behavior",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,0.549589698962965,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,"babylabkonstanz, #1",NA,NA,NA,NA,NA,"Replications","Replications",NA,NA
"19","MB","babylableiden",NA,"ManyBabies Consortium (2020)",363,"9-12 mo",NA,NA,NA,"dutch",0,"typical","a.yes","1","b.hpp","a.preference","a.tape recording","behavior",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,5.12230810852593,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,"babylableiden, #1",NA,NA,NA,NA,NA,"Replications","Replications",NA,NA
"20","MB","babylablmu",NA,"ManyBabies Consortium (2020)",303,"9-12 mo",NA,NA,NA,"german",0,"typical","a.yes","1","a.cf","a.preference","a.tape recording","eye-tracking",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,3.1512174383551,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,"babylablmu, #1",NA,NA,NA,NA,NA,"Replications","Replications",NA,NA
"21","MB","babylabnijmegen",NA,"ManyBabies Consortium (2020)",245,"6-9 mo",NA,NA,NA,"dutch",0,"typical","a.yes","1","b.hpp","a.preference","a.tape recording","behavior",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,1.24582979052331,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,"babylabnijmegen, #1",NA,NA,NA,NA,NA,"Replications","Replications",NA,NA
"22","MB","babylabnijmegen",NA,"ManyBabies Consortium (2020)",354.4,"9-12 mo",NA,NA,NA,"dutch",0,"typical","a.yes","2","b.hpp","a.preference","a.tape recording","behavior",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,4.83978511246811,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,"babylabnijmegen, #2",NA,NA,NA,NA,NA,"Replications","Replications",NA,NA
"23","MB","babylabplymouth",NA,"ManyBabies Consortium (2020)",277,"9-12 mo",NA,NA,NA,"english",0,"typical","a.yes","1","b.hpp","a.preference","a.tape recording","behavior",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,2.29707814794775,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,"babylabplymouth, #1",NA,NA,NA,NA,NA,"Replications","Replications",NA,NA
"24","MB","babylabprinceton",NA,"ManyBabies Consortium (2020)",157.446153846154,"3-6 mo",NA,NA,NA,"english",1,"non-typical","a.yes","1","b.hpp","a.preference","a.tape recording","behavior",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","a.native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,-1.63044636433366,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,"babylabprinceton, #1",NA,NA,NA,NA,NA,"Replications","Replications",NA,NA
"25","MB","babylabshimane",NA,"ManyBabies Consortium (2020)",226,"6-9 mo",NA,NA,NA,"japanese",0,"typical","a.yes","2","a.cf","a.preference","a.tape recording","eye-tracking",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,0.621651078302543,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,"babylabshimane, #2",NA,NA,NA,NA,NA,"Replications","Replications",NA,NA
"26","MB","babylabumassb",NA,"ManyBabies Consortium (2020)",229.333333333333,"6-9 mo",NA,NA,NA,"english",1,"typical","a.yes","1","a.cf","a.preference","a.tape recording","eye-tracking",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","a.native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,0.731156115534257,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,"babylabumassb, #1",NA,NA,NA,NA,NA,"Replications","Replications",NA,NA
"27","MB","babylabutrecht",NA,"ManyBabies Consortium (2020)",268.363636363636,"6-9 mo",NA,NA,NA,"dutch",0,"typical","a.yes","1","b.hpp","a.preference","a.tape recording","behavior",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,2.01336055148376,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,"babylabutrecht, #1",NA,NA,NA,NA,NA,"Replications","Replications",NA,NA
"28","MB","babylabutrecht",NA,"ManyBabies Consortium (2020)",337,"9-12 mo",NA,NA,NA,"dutch",0,"typical","a.yes","2","b.hpp","a.preference","a.tape recording","behavior",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,4.26816881811857,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,"babylabutrecht, #2",NA,NA,NA,NA,NA,"Replications","Replications",NA,NA
"29","MB","babylabvuw",NA,"ManyBabies Consortium (2020)",107,"3-6 mo",NA,NA,NA,"english",0,"typical","a.yes","1","a.cf","a.preference","a.tape recording","eye-tracking",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,-3.2876787508696,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,"babylabvuw, #1",NA,NA,NA,NA,NA,"Replications","Replications",NA,NA
"30","MB","babylabvuw",NA,"ManyBabies Consortium (2020)",211.705882352941,"6-9 mo",NA,NA,NA,"english",0,"typical","a.yes","2","a.cf","a.preference","a.tape recording","eye-tracking",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,0.152067712761847,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,"babylabvuw, #2",NA,NA,NA,NA,NA,"Replications","Replications",NA,NA
"31","MB","babylabyork",NA,"ManyBabies Consortium (2020)",218,"6-9 mo",NA,NA,NA,"english",0,"typical","a.yes","1","a.cf","a.preference","a.tape recording","eye-tracking",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,0.358838988946433,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,"babylabyork, #1",NA,NA,NA,NA,NA,"Replications","Replications",NA,NA
"32","MB","babylingoslo",NA,"ManyBabies Consortium (2020)",252.894736842105,"6-9 mo",NA,NA,NA,"norwegian",0,"typical","a.yes","1","a.cf","a.preference","a.tape recording","eye-tracking",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,1.5051838260721,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,"babylingoslo, #1",NA,NA,NA,NA,NA,"Replications","Replications",NA,NA
"33","MB","baldwinlabuoregon",NA,"ManyBabies Consortium (2020)",315,"9-12 mo",NA,NA,NA,"english",1,"typical","a.yes","1","a.cf","a.preference","a.tape recording","eye-tracking",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","a.native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,3.54543557238927,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,"baldwinlabuoregon, #1",NA,NA,NA,NA,NA,"Replications","Replications",NA,NA
"34","MB","bllumanitoba",NA,"ManyBabies Consortium (2020)",247,"6-9 mo",NA,NA,NA,"english",1,"typical","a.yes","2","b.hpp","a.preference","a.tape recording","behavior",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","a.native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,1.31153281286233,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,"bllumanitoba, #2",NA,NA,NA,NA,NA,"Replications","Replications",NA,NA
"35","MB","bllumanitoba",NA,"ManyBabies Consortium (2020)",301,"9-12 mo",NA,NA,NA,"english",1,"typical","a.yes","3","b.hpp","a.preference","a.tape recording","behavior",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","a.native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,3.08551441601608,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,"bllumanitoba, #3",NA,NA,NA,NA,NA,"Replications","Replications",NA,NA
"36","MB","callab",NA,"ManyBabies Consortium (2020)",326,"9-12 mo",NA,NA,NA,"english",1,"typical","a.yes","1","a.cf","a.preference","a.tape recording","eye-tracking",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","a.native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,3.90680219525392,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,"callab, #1",NA,NA,NA,NA,NA,"Replications","Replications",NA,NA
"37","MB","cdcceu",NA,"ManyBabies Consortium (2020)",183,"6-9 mo",NA,NA,NA,"hungarian",0,"typical","a.yes","2","a.cf","a.preference","a.tape recording","eye-tracking",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,-0.79096390198655,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,"cdcceu, #2",NA,NA,NA,NA,NA,"Replications","Replications",NA,NA
"38","MB","cfnuofn",NA,"ManyBabies Consortium (2020)",178,"3-6 mo",NA,NA,NA,"english",0,"non-typical","a.yes","1","a.cf","a.preference","a.tape recording","eye-tracking",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,-0.955221457834119,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,"cfnuofn, #1",NA,NA,NA,NA,NA,"Replications","Replications",NA,NA
"39","MB","childlabmanchester",NA,"ManyBabies Consortium (2020)",330,"9-12 mo",NA,NA,NA,"english",0,"typical","a.yes","1","a.cf","a.preference","a.tape recording","eye-tracking",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,4.03820823993198,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,"childlabmanchester, #1",NA,NA,NA,NA,NA,"Replications","Replications",NA,NA
"40","MB","childlabmanchester",NA,"ManyBabies Consortium (2020)",270,"6-9 mo",NA,NA,NA,"english",0,"typical","a.yes","2","a.cf","a.preference","a.tape recording","eye-tracking",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,2.06711756976115,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,"childlabmanchester, #2",NA,NA,NA,NA,NA,"Replications","Replications",NA,NA
"41","MB","childlabmanchester",NA,"ManyBabies Consortium (2020)",182,"3-6 mo",NA,NA,NA,"english",0,"typical","a.yes","3","a.cf","a.preference","a.tape recording","eye-tracking",NA,16,"within_two","laboratory","unfamiliar mother",1,0,1,"b.naturalistic","test_only","b.nonnative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"a.no",FALSE,TRUE,-0.823815413156064,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,"childlabmanchester, #3",NA,NA,NA,NA,NA,"Replications","Replications",NA,NA
