name,value,section
naiveIC avg lo for meta,0.23,8
naiveIC avg hi for meta,0.54,8
naiveIC avg pval for meta,1e-04,8
modIC tau,0.31,8
modIC k,141,8
modIC n subj,2761,8
modIC est X.Intercept.,0.6,8
modIC est isMetaTRUE,-0.15,8
modIC est mean_agec_mos,0.01,8
modIC est test_langb.nonnative,-0.18,8
modIC est test_langc.artificial,-0.18,8
modIC est methodb.hpp,-0.12,8
modIC est methodc.other,0.14,8
modIC lo X.Intercept.,0.35,8
modIC lo isMetaTRUE,-0.4,8
modIC lo mean_agec_mos,-0.02,8
modIC lo test_langb.nonnative,-0.44,8
modIC lo test_langc.artificial,-2.75,8
modIC lo methodb.hpp,-0.34,8
modIC lo methodc.other,-1.91,8
modIC hi X.Intercept.,0.84,8
modIC hi isMetaTRUE,0.1,8
modIC hi mean_agec_mos,0.03,8
modIC hi test_langb.nonnative,0.08,8
modIC hi test_langc.artificial,2.38,8
modIC hi methodb.hpp,0.09,8
modIC hi methodc.other,2.19,8
modIC pval X.Intercept.,< 0.0001,8
modIC pval isMetaTRUE,0.22460,8
modIC pval mean_agec_mos,0.48584,8
modIC pval test_langb.nonnative,0.16831,8
modIC pval test_langc.artificial,0.53374,8
modIC pval methodb.hpp,0.25383,8
modIC pval methodc.other,0.64795,8
modIC avg for meta,0.45,8
modIC avg lo for meta,0.22,8
modIC avg hi for meta,0.68,8
modIC avg pval for meta,2e-03,8
mean mean_agec_mos drage,-2.01407764232629,9
mean mean_age mos drage,4.8,9
mean mean_age mos dma,6.8,9
Reps subset naiveageMatch tau,0.21,9
Reps subset naiveageMatch k,15,9
Reps subset naiveageMatch n subj,285,9
Reps subset naiveageMatch est X.Intercept.,0.18,9
Reps subset naiveageMatch lo X.Intercept.,-0.05,9
Reps subset naiveageMatch hi X.Intercept.,0.4,9
Reps subset naiveageMatch pval X.Intercept.,0.11617,9
Meta subset naiveageMatch tau,0.32,9
Meta subset naiveageMatch k,85,9
Meta subset naiveageMatch n subj,1701,9
Meta subset naiveageMatch est X.Intercept.,0.39,9
Meta subset naiveageMatch lo X.Intercept.,0.23,9
Meta subset naiveageMatch hi X.Intercept.,0.55,9
Meta subset naiveageMatch pval X.Intercept.,< 0.0001,9
naiveageMatch tau,0.32,9
naiveageMatch k,100,9
naiveageMatch n subj,1986,9
naiveageMatch est X.Intercept.,0.18,9
naiveageMatch est isMetaTRUE,0.21,9
naiveageMatch lo X.Intercept.,-0.04,9
naiveageMatch lo isMetaTRUE,-0.05,9
naiveageMatch hi X.Intercept.,0.4,9
naiveageMatch hi isMetaTRUE,0.48,9
naiveageMatch pval X.Intercept.,0.10371,9
naiveageMatch pval isMetaTRUE,0.11238,9
naiveageMatch avg for meta,0.39,9
naiveageMatch avg lo for meta,0.23,9
naiveageMatch avg hi for meta,0.55,9
naiveageMatch avg pval for meta,9e-05,9
modageMatch tau,0.32,9
modageMatch k,100,9
modageMatch n subj,1986,9
modageMatch est X.Intercept.,0.25,9
modageMatch est isMetaTRUE,0.26,9
modageMatch est mean_agec_mos,0,9
modageMatch est test_langb.nonnative,-0.1,9
modageMatch est test_langc.artificial,-0.2,9
modageMatch est methodb.hpp,-0.24,9
modageMatch est methodc.other,0.06,9
modageMatch lo X.Intercept.,-0.06,9
modageMatch lo isMetaTRUE,-0.09,9
modageMatch lo mean_agec_mos,-0.03,9
modageMatch lo test_langb.nonnative,-0.63,9
modageMatch lo test_langc.artificial,-2.85,9
modageMatch lo methodb.hpp,-0.55,9
modageMatch lo methodc.other,-2.01,9
modageMatch hi X.Intercept.,0.57,9
modageMatch hi isMetaTRUE,0.61,9
modageMatch hi mean_agec_mos,0.02,9
modageMatch hi test_langb.nonnative,0.43,9
modageMatch hi test_langc.artificial,2.45,9
modageMatch hi methodb.hpp,0.07,9
modageMatch hi methodc.other,2.14,9
modageMatch pval X.Intercept.,0.10395,9
modageMatch pval isMetaTRUE,0.13595,9
modageMatch pval mean_agec_mos,0.92183,9
modageMatch pval test_langb.nonnative,0.62918,9
modageMatch pval test_langc.artificial,0.52195,9
modageMatch pval methodb.hpp,0.11821,9
modageMatch pval methodc.other,0.83506,9
modageMatch avg for meta,0.51,9
modageMatch avg lo for meta,0.23,9
modageMatch avg hi for meta,0.8,9
modageMatch avg pval for meta,4e-03,9
k between-S studies,9,9
Reps subset naiveWithinS tau,0.11,9
Reps subset naiveWithinS k,104,9
Reps subset naiveWithinS n subj,2139,9
Reps subset naiveWithinS est X.Intercept.,0.35,9
Reps subset naiveWithinS lo X.Intercept.,0.28,9
Reps subset naiveWithinS hi X.Intercept.,0.43,9
Reps subset naiveWithinS pval X.Intercept.,< 0.0001,9
Meta subset naiveWithinS tau,0.35,9
Meta subset naiveWithinS k,76,9
Meta subset naiveWithinS n subj,1382,9
Meta subset naiveWithinS est X.Intercept.,0.4,9
Meta subset naiveWithinS lo X.Intercept.,0.23,9
Meta subset naiveWithinS hi X.Intercept.,0.57,9
Meta subset naiveWithinS pval X.Intercept.,0.00018367,9
naiveWithinS tau,0.29,9
naiveWithinS k,180,9
naiveWithinS n subj,3521,9
naiveWithinS est X.Intercept.,0.35,9
naiveWithinS est isMetaTRUE,0.03,9
naiveWithinS lo X.Intercept.,0.28,9
naiveWithinS lo isMetaTRUE,-0.14,9
naiveWithinS hi X.Intercept.,0.43,9
naiveWithinS hi isMetaTRUE,0.21,9
naiveWithinS pval X.Intercept.,< 0.0001,9
naiveWithinS pval isMetaTRUE,0.69675,9
naiveWithinS avg for meta,0.39,9
naiveWithinS avg lo for meta,0.22,9
naiveWithinS avg hi for meta,0.55,9
naiveWithinS avg pval for meta,2e-04,9
modWithinS tau,0.31,9
modWithinS k,180,9
modWithinS n subj,3521,9
modWithinS est X.Intercept.,0.35,9
modWithinS est isMetaTRUE,0.02,9
modWithinS est mean_agec_mos,0.01,9
modWithinS est test_langb.nonnative,-0.07,9
modWithinS est test_langc.artificial,-0.17,9
modWithinS est methodb.hpp,0,9
modWithinS est methodc.other,0.21,9
modWithinS lo X.Intercept.,0.2,9
modWithinS lo isMetaTRUE,-0.2,9
modWithinS lo mean_agec_mos,-0.01,9
modWithinS lo test_langb.nonnative,-0.22,9
modWithinS lo test_langc.artificial,-2.68,9
modWithinS lo methodb.hpp,-0.18,9
modWithinS lo methodc.other,-1.82,9
modWithinS hi X.Intercept.,0.5,9
modWithinS hi isMetaTRUE,0.25,9
modWithinS hi mean_agec_mos,0.03,9
modWithinS hi test_langb.nonnative,0.08,9
modWithinS hi test_langc.artificial,2.33,9
modWithinS hi methodb.hpp,0.18,9
modWithinS hi methodc.other,2.25,9
modWithinS pval X.Intercept.,< 0.0001,9
modWithinS pval isMetaTRUE,0.83858,9
modWithinS pval mean_agec_mos,0.19261,9
modWithinS pval test_langb.nonnative,0.37616,9
modWithinS pval test_langc.artificial,0.54105,9
modWithinS pval methodb.hpp,0.96759,9
modWithinS pval methodc.other,0.49806,9
modWithinS avg for meta,0.37,9
modWithinS avg lo for meta,0.14,9
modWithinS avg hi for meta,0.61,9
modWithinS avg pval for meta,4e-03,9
Perc reportedSignif when pvalSignif was 0,29,9
Perc reportedSignif when pvalSignif was 1,97,9
Worst reportedSignif mu ,0.04,9
Worst reportedSignif mu lo,-0.13,9
Worst reportedSignif mu hi,0.2,9
Worst reportedSignif mu pval,0.618,9
sval est to reps,1.24,9
sval CI to reps,--,9
Corr MA reportedSignif est,0.17,9
Corr MA reportedSignif lo,0.02,9
Corr MA reportedSignif hi,0.32,9
Corr MA reportedSignif pval,0.034657,9
